# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11
chrX:39883000-39883200	0.054095	-1.239640	0.762346	0.616901	-0.444351	-0.433833	1.106824	-0.147155	-0.409488	0.175400	-1.566153
chr1:164452600-164452800	0.002167	0.890993	0.086703	-1.440870	-1.495858	-0.665772	1.614488	-0.208152	2.396158	1.648125	-0.251637
chr8:71146800-71147000	-0.339566	-0.405101	-1.015278	0.769790	-0.187478	0.525932	-1.619618	-1.283838	0.904757	0.316211	0.102746
chr2:238055400-238055600	-0.014807	0.654330	-0.674934	2.367442	2.301290	-1.099509	0.034993	1.619744	0.904757	0.463473	1.062879
chr4:57206100-57206300	0.099888	-0.355381	-0.013602	-1.129566	0.663018	0.735424	0.578935	-0.905841	-0.409488	-0.884891	-0.251637
chr20:32191300-32191500	-0.075221	-1.295161	-1.335005	-0.582470	-0.738711	0.627762	0.415138	1.686061	0.904757	0.439949	-0.251637
chr7:6697300-6697500	0.091402	0.256289	1.738628	-0.379092	-0.126641	-0.026503	-0.293314	-1.865825	0.904757	0.300149	-0.074445
chr19:33105700-33105900	-1.305094	-0.647606	0.640808	0.895667	0.883496	-0.665772	1.186826	-1.291782	-0.586644	0.242002	-0.074445
chr12:96196800-96197000	1.142804	0.397332	0.741956	-0.852297	0.539412	-0.991847	1.726359	-0.418942	-0.409488	-0.479619	-1.566153
chrX:109385100-109385300	1.142804	0.238115	-0.100620	0.156885	-0.966943	-0.773434	-0.206033	0.199696	0.904757	0.037936	-0.251637
chr11:121536900-121537100	-0.491833	1.536667	-0.367666	-0.132273	0.717263	-2.100355	0.360635	-0.646298	2.448272	0.024385	0.465291
chr13:44685000-44685200	0.720179	1.414853	0.534300	-0.591928	1.587399	-0.306566	-0.701993	-0.267930	0.886868	-0.488759	-0.445642
chr3:11047900-11048100	-0.298399	-0.075353	0.009580	0.475577	-1.035462	0.094066	-0.191903	-0.407166	-0.489064	-0.617299	0.969627
chr4:99085900-99086100	-0.257188	0.473118	-0.804248	1.435512	0.818841	0.363912	-0.641567	-0.251733	-0.489064	-0.235067	-0.613754
chr10:104295600-104295800	-1.535937	1.144339	-0.729291	0.011645	0.648242	-0.647852	0.018895	1.828770	2.448272	0.434256	2.216784
chr5:403200-403400	1.370929	-0.699475	-1.191534	-1.252551	-0.928940	0.361282	-1.391967	-0.046234	-0.489064	1.126913	-0.613754
chr5:172541200-172541400	-0.266563	-0.408848	-1.361295	0.039246	-0.183218	0.813629	-1.511500	-0.161556	-0.489064	-0.014878	-0.613754
chr5:177881000-177881200	0.517370	1.207962	-1.417035	-1.019845	-0.940290	-0.306566	-0.050940	-1.491601	0.886868	-0.361230	-0.613754
chr9:110224900-110225100	-1.146958	-1.772101	0.628292	-0.431759	-0.738711	0.967363	-0.949950	-2.058564	-1.900889	0.387010	-0.428829
chrX:57228100-57228300	-0.199826	0.227850	1.282094	-1.181537	0.648242	-1.173305	-0.505349	-1.563315	-0.489064	1.052773	-0.613754
chr2:38691400-38691600	-0.275938	-0.699475	0.707706	-0.316619	2.671071	0.094066	-0.045543	-0.143548	0.886868	1.080483	-0.613754
chr5:176897900-176898100	1.088297	-0.468352	-1.055635	-0.574143	-1.093121	0.795966	-0.862507	0.337086	-0.489064	-1.043600	0.801515
chr20:4227200-4227400	-0.266563	-0.993959	1.058493	-1.007015	-0.501337	-0.124065	0.405018	0.006966	-0.489064	0.262001	0.633403
chr13:113467000-113467200	0.110930	0.353357	-0.625531	-0.875987	0.542569	0.813629	-1.265714	-1.359815	-2.050468	-1.221115	-0.445642
chr6:134737900-134738100	-0.459997	-0.216697	0.602330	1.508435	-0.908101	-0.471405	0.158284	1.188523	-0.489064	-0.734345	-0.781865
chr13:98731300-98731500	1.554988	1.725444	-0.217499	1.064878	0.754083	0.196443	0.394285	1.740588	-0.489064	0.429636	-0.613754
chr10:6465200-6465400	-0.266563	1.709947	-0.545853	0.127761	-0.218889	0.528751	0.272807	1.027282	2.448272	1.465764	-0.949977
chr2:120511900-120512100	-0.181430	-0.059709	0.276394	-0.568848	-0.096093	0.735424	1.273513	0.711781	-1.900889	-1.951343	1.062879
chr14:54459500-54459700	0.612231	-1.112580	0.523835	-0.921919	0.632429	0.546413	-0.108384	-0.617067	0.886868	-0.600280	0.633403
chr8:986100-986300	1.012185	-0.586635	-0.479625	0.137540	0.779949	0.546413	0.020616	-1.803356	-0.674535	-1.137447	-0.781865
chrX:8451800-8452000	-0.247814	0.343364	-0.220334	-0.916629	0.329333	0.631127	2.306848	-0.835296	0.886868	-0.025620	-0.613754
chr11:75636700-75636900	-0.742629	-1.106149	-0.322433	-1.576865	-1.098147	0.813629	0.858957	-0.864103	-0.674535	-0.270510	-0.781865
chr1:26453500-26453700	-1.612048	1.873001	-0.921122	-0.148359	0.542569	0.361282	-1.883688	0.706630	-0.674535	0.156589	-0.781865
chr7:67589900-67590100	-0.841201	-1.679994	-0.960347	-2.688359	0.669249	0.631127	0.125667	-1.887362	1.072339	0.136374	0.801515
chr1:9330100-9330300	-0.752003	1.533057	0.249748	-0.566283	2.712918	0.631127	-0.084460	-0.273642	2.448272	0.643715	-0.613754
chr16:30722900-30723100	1.196244	-1.597664	-0.270089	-0.195189	0.627403	-0.830354	0.619628	-0.644176	0.886868	-0.163471	-0.445642
chr17:4551100-4551300	1.370929	2.143259	-0.936155	-1.171432	0.864783	0.094066	-1.127172	-0.423252	0.886868	1.062080	-0.613754
chr4:130879000-130879200	-0.181077	-0.902135	-0.860360	-0.587056	0.644024	0.361282	-2.103815	-1.207148	0.886868	1.111907	-2.029022
chr8:80429600-80429800	0.517370	-0.832638	-2.115369	-1.768027	0.236044	0.196443	0.073949	-1.362932	0.886868	-0.662048	0.801515
chr6:163538400-163538600	-0.383885	0.571303	0.327868	1.478812	-1.280413	-0.306566	-0.668858	-1.399954	-0.674535	0.805855	-0.445642
chr21:33887100-33887300	1.196244	-0.896097	-1.504108	-0.514134	2.544391	-1.665670	-0.859686	0.511480	0.886868	-0.356090	-0.613754
chr16:84522900-84523100	1.370929	0.459516	-0.302355	0.209822	0.512316	0.813629	1.181754	0.382986	-0.674535	-0.213549	0.633403
chr1:18600600-18600800	0.894863	-0.230470	-0.348468	1.435512	0.542569	-0.741250	-0.269457	1.188523	-0.674535	-2.105840	-0.781865
chr2:21260400-21260600	-0.190452	0.374307	1.620583	1.210035	-0.286818	0.546413	-0.653284	1.157064	0.886868	4.367719	-0.613754
chr22:28063700-28063900	-0.355761	0.839542	1.733180	1.664258	0.670174	0.094066	1.316036	0.696147	1.072339	0.232468	0.633403
chr18:12393100-12393300	-0.257188	-1.210825	-0.135472	-0.538434	0.542569	-0.070773	-2.212983	-0.955875	-0.674535	-0.913753	-0.445642
chr18:51664300-51664500	-1.044010	1.013768	1.554717	0.346802	0.717263	0.363912	0.365406	-1.542687	-0.674535	1.261836	0.633403
chr15:42366900-42367100	-0.742629	-0.216697	0.912103	-1.477147	-1.124642	-0.306566	-0.093754	-0.251733	-2.050468	-1.372630	0.633403
chr16:51958100-51958300	0.720179	0.365341	2.073133	-0.196558	0.542569	0.094066	0.737738	0.477254	-0.489064	-0.628982	0.801515
chr11:35955000-35955200	-0.365136	1.513386	0.689280	1.211755	0.542569	-0.471405	-0.509387	-1.531691	-0.489064	-2.236412	-0.445642
chr2:96184100-96184300	1.596198	-0.792698	0.209332	0.755068	0.058548	0.813629	0.833078	0.037885	-2.050468	-0.515967	-0.781865
chr11:107840200-107840400	-0.558570	-0.426257	-1.339738	1.371929	1.635413	-0.288904	-1.916413	1.027435	-0.489064	0.413105	-2.029022
chr3:46984100-46984300	-0.167990	-1.426442	1.117962	-0.445441	-0.068132	-0.380637	-0.459684	0.053006	-0.489064	2.003823	0.465291
chr18:48639200-48639400	-0.073129	0.754653	0.515527	-0.694243	-0.371436	0.361282	-0.671839	0.378055	-0.489064	1.506492	-0.613754
chr4:154550200-154550400	2.173611	3.491672	0.182633	0.833306	0.759110	0.094066	1.685209	0.440649	-0.674535	0.739767	0.465291
chr10:8083700-8083900	1.389678	-0.225902	0.063009	-0.269392	-0.244755	0.813629	1.049118	-0.279845	-0.674535	0.340227	0.633403
chr2:114359100-114359300	-0.275938	1.204861	-1.088381	2.102856	-1.224828	0.361282	0.816048	0.363048	-0.489064	-0.414841	0.801515
chrX:109032900-109033100	1.596198	-0.576501	0.696097	0.591821	-0.864863	0.546413	-0.178926	-0.223376	-0.674535	-0.443269	0.633403
chr19:47318500-47318700	-1.158444	2.822312	0.712243	-0.109498	-0.329589	0.546413	0.073949	-1.315807	-0.489064	-0.111048	-0.613754
chr2:211754800-211755000	-0.501208	0.784923	2.435078	2.762589	-0.461419	0.813629	-0.138459	-0.576870	-0.489064	-0.502618	-0.781865
chr3:53165800-53166000	0.894863	0.143727	-0.839932	-0.133307	-1.182301	-0.647852	-0.346070	2.995002	0.886868	-0.125396	0.969627
chr8:103147700-103147900	2.474992	0.098115	-1.116122	-1.882037	-1.145481	0.361282	-1.156920	1.682871	0.886868	-0.138896	0.465291
chr7:74319600-74319800	-1.526562	-1.576957	-1.504108	-0.222682	0.818841	0.978468	-0.937128	1.895426	0.886868	-0.456219	-0.613754
chr5:17067400-17067600	0.517370	-0.216697	-0.220998	-0.124528	2.586237	-0.306566	-0.050940	-0.537393	-0.674535	-0.730729	-0.613754
chr11:67144200-67144400	-0.577319	-1.320561	0.091936	-1.993013	-0.864863	-0.741250	-0.673549	-0.793300	-0.674535	1.225894	-0.613754
chr1:174063800-174064000	0.177667	-1.897232	-0.810261	-0.040167	2.544391	0.711252	-1.308163	1.120422	-0.674535	0.109717	-0.613754
chr12:129018100-129018300	0.196416	-0.918909	-1.306530	-1.321817	-2.076147	0.546413	-0.398905	-0.619323	-0.489064	0.222508	-0.949977
chr14:32517300-32517500	-0.441247	0.521643	-0.919156	1.114489	1.762094	0.361282	0.199799	0.515713	2.448272	1.491603	3.463940
chr6:112010400-112010600	1.069547	-0.147348	1.533267	-1.606406	0.563408	-0.741250	-0.442240	0.265503	-0.489064	1.422513	-0.781865
chr8:144303400-144303600	1.554988	1.752339	0.595148	-0.905640	-0.068132	0.711252	2.651546	2.807106	-0.489064	0.689678	-0.781865
chr8:122788300-122788500	0.536120	-0.855263	-0.349631	-1.019845	0.843944	0.196443	-1.338562	-1.359815	-0.674535	0.764705	-0.613754
chr22:16870200-16870400	0.818751	-0.439977	1.155588	1.195800	0.542569	-0.380637	-0.269457	1.188523	-0.674535	-0.417939	-0.613754
chrX:91250300-91250500	-0.015767	-0.699475	-0.777741	-0.417381	0.284058	0.363912	-0.827317	-0.576870	-0.489064	2.003823	0.633403
chr16:29698600-29698800	4.413865	-1.302609	1.300992	-0.127603	-1.353581	-0.070773	0.885534	0.511480	-0.489064	-0.488212	0.633403
chr2:60670400-60670600	-1.044010	-1.143681	0.743438	0.779568	-1.018801	-0.288904	-1.722330	-0.055433	0.886868	-0.719487	2.048672
chr7:106224200-106224400	1.437665	-1.062835	1.351632	-1.298797	2.634252	-0.563138	-0.576104	1.634116	0.886868	-0.713376	0.465291
chr12:12782000-12782200	-0.752003	-0.154740	0.712243	0.774662	-1.660105	-0.306566	0.073949	-0.364422	-0.674535	0.508801	-0.613754
chr3:56405900-56406100	-1.478574	-0.459250	-1.684042	1.435512	-0.672934	-0.288904	-0.295405	0.182738	-0.489064	0.616768	-0.613754
chr3:50207000-50207200	-0.209201	1.012861	0.864428	-0.129260	0.908702	0.546413	0.956577	0.145361	-0.489064	0.610064	-0.613754
chr10:64567600-64567800	-0.167990	0.268407	0.678391	1.544747	0.738103	0.813629	-0.606667	-0.528342	-0.489064	0.761179	2.048672
chr19:49530400-49530600	-0.675892	-0.698493	-0.483763	-1.017651	-0.864863	-0.306566	-1.199378	0.363048	0.886868	-0.801253	0.633403
chrY:12374800-12375000	0.437547	1.448713	-1.220668	-0.410130	-1.145481	-0.380637	1.240585	1.798360	-0.489064	-1.164106	0.801515
chr5:142233200-142233400	0.835018	-0.339101	-0.060128	-1.146532	-0.899957	0.757871	-0.297776	-0.735178	-0.409488	0.300179	0.885687
chr22:18618600-18618800	0.110930	-1.036326	1.220281	0.039876	-1.263720	-0.563138	0.283173	0.742685	0.886868	-0.655249	0.801515
chrX:68450400-68450600	-0.365136	-0.216697	0.706899	-1.532966	-0.435431	-0.573782	-0.405604	0.477860	-0.674535	-1.279753	-1.860910
chr3:149378400-149378600	-1.634509	-2.285288	0.445783	-0.872736	-0.366409	-9.176149	-2.263286	-2.279455	-0.489064	-0.276971	-0.781865
chr2:148646800-148647000	-0.298399	0.085911	0.278906	0.774662	-1.034781	0.363912	0.452807	-1.243967	0.886868	0.901791	0.633403
chr10:77705200-77705400	2.465618	-0.935097	-0.067494	-0.584480	-0.440580	-0.830354	0.609764	-0.995744	0.886868	0.301238	0.801515
chr3:181803600-181803800	2.532355	0.088761	0.035720	-0.037908	0.236044	-0.563138	-0.512201	-1.890245	0.886868	0.081923	-0.445642
chrX:136099700-136099900	-0.491833	-2.466942	-0.172529	-0.337207	-1.325325	-0.741250	-1.053272	0.187503	-2.050468	0.040494	-0.613754
chr6:107334800-107335000	-0.374511	0.807763	-0.116839	0.283138	-1.034781	-0.070773	-1.729275	-0.165414	1.072339	-0.681951	0.465291
chr17:408500-408700	0.110930	1.049950	-0.827266	-0.054700	0.648242	0.795966	0.879397	0.182906	0.886868	0.691204	-0.445642
chr19:5962500-5962700	-1.370627	-0.518763	0.257264	-0.261409	0.100395	-0.124065	-0.562455	0.139717	-0.674535	0.968732	-0.613754
chr19:17460200-17460400	-1.818568	-0.574262	0.712243	-0.459516	0.500722	0.546413	0.890832	-2.109576	-0.674535	-0.510223	-0.613754
chr19:19466000-19466200	0.710804	0.880879	0.273863	-0.352147	-0.796186	-0.563138	-0.042431	-1.547961	0.886868	-0.136689	1.880560
chr14:79512000-79512200	-0.742629	0.245457	1.503944	0.639922	0.236044	0.196443	-0.509387	-0.540511	-0.489064	-1.141935	-0.613754
chr4:8310600-8310800	0.120304	1.343496	-0.324770	-0.609953	2.544391	-1.665670	-0.228279	-0.283810	-0.489064	1.788757	-0.613754
chr9:127403000-127403200	0.393562	1.685372	-0.442163	0.796172	0.588560	-1.665670	1.134224	-0.766663	0.886868	1.531777	0.801515
chr3:150699100-150699300	-0.006392	0.224622	0.373681	-0.337207	1.587399	0.546413	-1.173088	0.358104	-0.674535	2.125888	-1.860910
chr6:44292300-44292500	0.894863	-0.326902	-0.520527	-1.338375	0.632429	0.978468	-0.208430	-0.799222	2.448272	0.074346	0.465291
chr1:220799600-220799800	-0.015767	-0.473836	0.029999	-0.604337	-0.194813	-0.647852	-0.770687	-0.229827	-0.674535	1.298858	-0.445642
chr2:20575700-20575900	-0.317148	-0.254618	1.616947	2.756505	-1.072281	0.631127	0.692548	0.693474	-0.489064	-0.264671	-0.613754
chr11:45300200-45300400	-0.383885	-0.003016	-0.007913	0.493903	0.843944	0.528751	-0.944564	-0.047359	0.886868	1.008472	0.633403
chr20:42333700-42333900	-0.491833	-1.535666	2.077609	-0.627040	0.542569	0.363912	-0.300720	0.224649	-0.674535	0.595981	-0.781865
chr16:46995600-46995800	0.644067	-0.699475	-0.957502	0.739696	0.818841	0.196443	0.553126	-0.107135	-0.489064	0.159670	0.633403
chr10:83134700-83134900	1.002810	1.748017	0.479021	-0.089171	-0.371436	0.094066	-0.015222	1.449834	-0.674535	0.452646	-0.613754
chr12:2996500-2996700	-0.266563	-0.653430	-0.748288	0.685546	0.236044	-0.563138	0.501689	-1.710577	0.886868	-0.534255	2.048672
chr16:70426800-70427000	-0.266563	0.116904	0.796845	-0.076631	0.843944	0.795966	-1.445154	0.363048	-0.489064	0.188551	-0.781865
chr17:16790500-16790700	2.497454	0.712104	-0.697238	-0.663853	-1.093121	-0.288904	-1.073877	-0.837265	-0.489064	-0.175219	0.633403
chr15:68833300-68833500	-0.365136	1.801103	1.007548	-0.163654	-0.636114	0.546413	1.823400	0.106469	-0.489064	-0.038456	0.633403
chr4:61504000-61504200	-0.275938	-1.430400	0.173452	1.282957	-0.068132	-0.124065	1.286922	0.228402	0.886868	1.032761	2.048672
chr7:149738300-149738500	-0.441247	-0.905599	-0.742716	1.435512	0.320878	-0.471405	-1.060894	0.182738	-0.674535	1.287477	-0.613754
chr22:20653200-20653400	2.829104	-0.288274	2.410208	-0.769213	1.006441	0.757871	1.133684	-0.452947	2.396158	1.807393	-0.606020
chr8:6833000-6833200	1.488251	0.828911	0.472276	-0.386157	-2.069955	0.094066	-1.430694	-1.484036	-0.489064	-1.568613	1.880560
chr19:17287000-17287200	-1.535937	-0.745612	-1.164691	0.590597	-1.018801	0.528751	0.390625	0.699704	-0.489064	-1.317270	2.048672
chr8:75404900-75405100	0.913612	1.178010	-0.803546	-0.750367	-1.399645	-0.288904	1.484820	-0.677278	0.886868	0.338874	-0.613754
chr3:133852100-133852300	-1.361252	-0.209953	-0.628773	-0.011815	-0.677960	0.361282	0.668923	0.131346	-0.489064	-0.943255	-0.613754
chr1:10041400-10041600	0.818751	-0.216697	1.044934	-0.425018	-0.329589	-7.833990	-0.346501	1.188523	-0.674535	-1.961617	-0.445642
chr6:13966900-13967100	-1.653259	-0.038372	-0.915653	-0.941880	0.950548	-0.391280	0.540606	2.207643	0.886868	-1.159598	-0.613754
chr20:33138200-33138400	-0.275938	-0.100380	-1.575370	-0.447875	0.945522	-0.647852	0.107550	-0.863215	0.886868	-0.433737	-0.445642
chr14:78205000-78205200	1.205619	1.446513	-1.014358	-1.257690	-1.010309	0.813629	1.368199	0.596293	0.886868	-0.027279	-0.445642
chr14:23129700-23129900	-0.530445	0.481411	0.623152	-0.413189	-0.134055	0.363912	-1.435947	1.160158	1.072339	0.349674	0.801515
chr4:186777900-186778100	-0.275938	-0.153236	-1.042874	0.304721	-0.281575	-0.647852	-0.913471	0.210991	-0.489064	-0.213429	0.801515
chr13:90219100-90219300	0.710804	0.253019	0.995178	1.168338	-1.034781	0.363912	-0.039539	0.589786	-0.489064	-0.114847	0.633403
chr10:8307900-8308100	0.342686	0.747671	1.114600	-0.785422	-1.404672	-0.306566	0.283173	0.360545	-0.674535	0.630469	-0.613754
chr1:47218800-47219000	2.757624	0.203528	0.630214	0.206536	-0.134055	0.813629	0.729323	0.927735	-0.489064	0.696754	-0.445642
chrX:108949600-108949800	-0.266563	1.041673	1.003685	0.541457	-0.669505	-0.391280	2.124159	1.728662	1.072339	0.752294	2.048672
chr6:11915600-11915800	-0.073129	-0.216697	-1.883508	1.256021	-0.010790	-0.306566	-0.470341	-0.955875	-0.489064	-0.420055	0.801515
chr11:59513100-59513300	-0.761378	-0.216697	-0.874829	-0.612671	-0.929620	-0.741250	-0.373278	-0.537393	-0.489064	0.072895	0.633403
chrX:7044900-7045100	0.904238	-1.400456	0.526819	-0.335461	-1.098147	0.546413	-1.659874	-0.562984	-0.674535	1.729262	-0.781865
chr10:113553300-113553500	-0.657142	-0.372640	1.086649	-0.760311	-1.362825	0.363912	0.514459	0.812689	-0.489064	0.665265	-0.613754
chrY:16319100-16319300	-0.063755	-0.175725	-0.487412	-0.521558	-0.366409	-1.932886	-1.110872	0.209935	-0.674535	-0.241636	3.295828
chr8:133028900-133029100	0.593482	-0.077294	-0.541091	0.044994	0.843944	0.196443	-1.144220	-0.794049	0.886868	-0.359376	-0.613754
chr9:98252500-98252700	-0.190452	1.071958	0.566325	-1.696523	-0.371436	0.363912	-0.768424	-0.571958	0.886868	1.837728	-0.445642
chr1:34262100-34262300	-0.073129	0.371894	-0.604545	-0.369798	0.500722	0.631127	0.757326	-0.689232	-0.674535	0.284317	0.633403
chr13:44296000-44296200	-0.577319	-0.468763	0.067867	-1.493429	-0.260736	0.094066	-1.032969	-0.618559	-0.674535	0.181413	0.633403
chr16:17340200-17340400	-0.850576	0.729168	-0.436881	-0.637428	0.717263	0.546413	0.365628	-0.008140	-0.674535	2.014773	-0.445642
chr2:178190800-178191000	-1.488690	-0.150267	1.411555	1.876272	-1.089888	-0.773434	0.979101	-0.141309	2.573313	-2.231518	-0.251637
chr16:12697900-12698100	-0.190452	-0.216697	-0.050355	0.683404	-1.124642	-0.741250	-1.601275	0.182738	-0.489064	-1.389315	0.801515
chr1:212636100-212636300	-0.634681	-0.378822	-1.217829	0.915934	2.496254	0.546413	0.966032	2.377320	-0.489064	-0.002778	-0.613754
chrX:46779600-46779800	0.517370	-0.216697	-1.041470	-0.444548	0.644024	-1.483169	1.228304	-0.258562	-0.489064	-0.613936	-0.613754
chr8:10644100-10644300	-0.063755	1.512596	1.145055	2.007688	-0.636114	-0.391280	1.818378	-0.847890	0.886868	2.020460	0.633403
chr13:76991300-76991500	-0.482458	0.432003	-0.291703	-0.072541	0.026030	0.363912	0.898572	-0.617472	-0.674535	-0.735642	-0.613754
chr12:49609100-49609300	1.281730	0.851735	1.086624	-0.358110	-0.329589	0.361282	0.182428	1.012133	0.886868	1.788221	1.880560
chr2:173517600-173517800	-0.190452	-0.895602	-1.611345	-0.197450	-1.034781	-0.380637	-1.107304	-0.955875	-0.489064	-1.276580	-0.613754
chr4:95224000-95224200	0.536120	-0.572718	0.811214	0.179835	2.586237	0.363912	-0.273131	0.488195	-0.674535	0.236909	0.633403
chr3:121097200-121097400	3.017795	1.956440	2.165941	1.187556	0.537420	0.813629	1.786646	-0.564368	-0.489064	-0.774036	-0.613754
chr15:91943700-91943900	0.828126	-0.915746	0.479569	-0.177736	-1.944439	0.546413	1.251433	1.204100	-0.489064	1.433420	-0.613754
chr1:29246500-29246700	-0.101253	0.638507	1.090776	1.440227	-0.053317	0.813629	0.118271	-0.772526	-2.050468	2.049467	2.048672
chr15:37017400-37017600	-1.577147	0.131465	-0.231340	0.113848	0.818841	-0.306566	-0.188499	0.037885	-0.489064	-1.248420	-0.445642
chr22:21842300-21842500	-0.082504	-0.665748	-0.850026	-0.750154	2.586237	0.094066	-0.271056	0.589786	1.072339	-0.503330	-0.781865
chr18:21781100-21781300	1.253606	0.139419	-0.947958	0.648754	0.542569	0.711252	0.283173	-1.359815	0.886868	0.463795	0.465291
chr17:34406700-34406900	1.177495	0.898967	0.909831	-0.625375	0.410739	0.546413	-0.735118	-0.302573	-0.489064	0.229428	-0.949977
chr10:102174000-102174200	0.120304	-0.699475	1.501701	-1.532966	2.544391	0.813629	-1.725747	-0.576870	-0.489064	-0.387535	-0.445642
chr7:66732700-66732900	0.402936	-2.375949	-1.594476	1.196431	-1.055620	-0.070773	0.181185	-0.002461	-0.489064	1.016116	-1.860910
chr1:205026200-205026400	-0.675892	0.165275	-0.582341	2.392625	-0.636114	0.546413	-0.569845	-0.692123	-0.674535	0.798014	-2.029022
chr1:174400-174600	0.913612	-0.216697	2.331731	-1.470698	-0.908101	0.528751	-0.045543	-1.384059	-0.674535	-0.290265	-0.445642
chr15:28413200-28413400	-0.926688	-0.195397	1.344848	-0.294606	-0.636114	-0.306566	-0.283434	-1.362922	-0.489064	-0.415128	0.465291
chr8:8071200-8071400	0.517370	-1.372910	1.066212	-0.934619	-0.898444	-0.070773	-0.050940	-1.491601	-0.489064	-0.042525	-0.613754
chr10:6570600-6570800	0.904238	-0.216697	-0.997803	1.435512	0.669249	-0.741250	-0.050940	2.725846	-0.489064	0.282820	0.633403
chr1:8002400-8002600	-0.761378	-0.648491	1.889108	2.383878	2.760932	0.528751	-0.327322	1.243690	-0.489064	2.289064	-0.781865
chr22:50390800-50391000	-0.945437	-0.216697	1.043538	1.071623	-0.459491	-0.741250	0.882729	1.708181	-0.489064	0.136899	-0.613754
chr20:37181100-37181300	1.078922	-0.582816	1.806968	0.416024	0.818841	-0.741250	-0.050940	2.054267	0.886868	0.445313	-0.613754
chr16:57291800-57292000	-0.958524	-0.676604	-2.630815	0.853788	2.671071	0.546413	-2.399443	-2.456330	-0.674535	0.646932	-0.613754
chr22:23571300-23571500	-0.523162	-0.210567	-0.897974	1.134336	0.528159	-1.544282	-0.710711	-0.437897	-0.586644	-0.640226	1.062879
chr21:42182200-42182400	1.846994	1.128670	0.728068	0.781774	0.542569	-0.306566	0.534454	-0.046234	-0.489064	-0.546610	0.801515
chr11:134343600-134343800	2.951058	1.076806	-1.165464	0.919269	0.473425	0.795966	2.478400	-0.684793	2.448272	-0.586853	-2.029022
chr10:72316300-72316500	-0.082504	0.498922	0.289881	-0.539126	-0.908101	0.813629	0.309335	-1.084159	1.072339	-1.040239	-0.445642
chr1:156763900-156764100	0.110930	-0.157816	-0.957670	0.488947	-0.940290	0.546413	1.047409	0.182738	-0.674535	0.641142	-1.860910
chr8:96240000-96240200	0.101555	-0.333468	0.421728	0.690452	0.542569	-2.199986	0.049476	2.981752	-0.489064	-0.897226	2.048672
chr5:36386200-36386400	-1.634509	-0.949734	-0.577382	0.054673	-0.048290	0.361282	0.655452	-1.354584	1.072339	-0.520108	-0.613754
chr3:52368000-52368200	0.110930	-0.854991	0.485231	0.723573	-0.864182	-1.483169	-0.346517	-1.323701	-0.489064	-1.013533	0.633403
chr15:74342100-74342300	0.517370	-0.472042	1.117962	1.779808	0.500722	0.978468	-0.050940	-0.940280	-0.489064	-0.864231	-0.613754
chrY:1750600-1750800	-0.266563	0.121764	0.446480	1.119144	1.407555	0.795966	-0.591941	0.708208	0.886868	-0.828427	0.633403
chrX:140126700-140126900	1.012185	0.801788	0.853705	0.400517	-0.100651	0.094066	0.516373	0.381057	0.886868	1.019182	-0.613754
chr19:17081800-17082000	-0.501208	-0.209434	-0.226718	-0.847356	-1.145481	0.631127	0.006711	-0.442431	-0.489064	2.854834	0.633403
chr4:75663500-75663700	-0.257188	-0.699475	0.912103	-1.408239	-0.329589	0.711252	-0.277686	0.127783	0.886868	0.172052	-1.860910
chr12:19596000-19596200	-0.189916	1.457124	-0.718932	-1.027880	0.487547	0.418270	0.610321	-0.113589	-0.586644	-1.451711	-0.428829
chr7:90695700-90695900	1.078922	0.362396	0.066031	0.764049	0.988049	0.978468	0.514666	0.876197	1.257809	0.021263	-0.613754
chr7:45454000-45454200	2.348296	1.782384	0.714412	2.440132	-0.329589	0.813629	2.234084	0.810467	0.886868	-0.509840	0.633403
chr1:152927100-152927300	1.012185	0.474929	0.995140	2.057643	0.236044	-0.391280	-1.034811	-0.262380	0.886868	-0.581591	0.801515
chr2:200154600-200154800	0.091402	-0.685269	0.419453	0.729910	-0.976964	0.525932	0.531495	-0.112451	-0.586644	-0.112658	0.102746
chr19:53634300-53634500	0.517370	-1.089367	-0.358503	1.508435	-1.124642	0.546413	-0.050940	1.837382	2.448272	0.940801	-0.613754
chr5:179844300-179844500	-0.181077	1.136762	-0.598393	0.578063	-0.987447	-0.306566	0.283173	1.798360	0.886868	0.485754	0.633403
chr2:71850500-71850700	1.021560	-0.326585	1.746040	0.130549	-1.272965	0.196443	-2.222853	-0.732937	0.886868	0.958653	0.465291
chr8:101075400-101075600	-0.428801	1.117666	0.428032	-0.953273	-1.126283	-1.544282	0.340854	-1.175686	-0.586644	-1.112441	-0.251637
chr2:25865500-25865700	-1.053385	-0.699475	-1.562787	0.074494	-0.026286	-0.306566	-0.422130	0.589786	-2.050468	-0.664320	0.801515
chr3:48518600-48518800	1.253606	0.247609	1.794960	1.211592	2.496254	0.795966	2.327386	-1.525640	0.886868	1.263396	0.633403
chr14:97010600-97010800	-1.053385	-1.108304	-0.722166	-1.312158	-0.359841	0.546413	-0.727008	-0.699145	-0.674535	-0.659923	-0.613754
