boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end
3425	chr13	106830000	20243	2	106826350-106826369	106820000	-	106826350	106826369
3426	chr13	107120000	20246	3	107110865-107110884	107110000	+	107110865	107110884
3427	chr13	108140000	20252	2	108138704-108138723	108130000	+	108138704	108138723
3430	chr13	109220000	20261	6	109210592-109210611	109210000	-	109210592	109210611
3430	chr13	109220000	20262	6	109213169-109213188	109210000	-	109213169	109213188
3430	chr13	109220000	20263	6	109214715-109214734	109210000	+	109214715	109214734
3430	chr13	109220000	20266	6	109219725-109219744	109210000	-	109219725	109219744
3431	chr13	109560000	20271	3	109558405-109558424	109550000	+	109558405	109558424
3432	chr13	109780000	20274	2	109771756-109771775	109770000	+	109771756	109771775
3432	chr13	109780000	20275	2	109776280-109776299	109770000	+	109776280	109776299
3434	chr13	110390000	20281	3	110382723-110382742	110380000	+	110382723	110382742
3434	chr13	110390000	20282	3	110384464-110384483	110380000	-	110384464	110384483
3435	chr13	110980000	20285	2	110972974-110972993	110970000	-	110972974	110972993
3435	chr13	110980000	20286	2	110976888-110976907	110970000	+	110976888	110976907
3436	chr13	111430000	20290	5	111421526-111421545	111420000	+	111421526	111421545
3436	chr13	111430000	20292	5	111423786-111423805	111420000	+	111423786	111423805
3437	chr13	111780000	20299	4	111777963-111777982	111770000	-	111777963	111777982
3438	chr13	112270000	20302	4	112261745-112261764	112260000	+	112261745	112261764
3439	chr13	112660000	20308	5	112652101-112652120	112650000	+	112652101	112652120
3439	chr13	112660000	20310	5	112656193-112656212	112650000	+	112656193	112656212
3439	chr13	112660000	20311	5	112656701-112656720	112650000	+	112656701	112656720
3439	chr13	112660000	20312	5	112659298-112659317	112650000	-	112659298	112659317
3440	chr13	113050000	20315	8	113042986-113043005	113040000	-	113042986	113043005
3440	chr13	113050000	20317	8	113046646-113046665	113040000	+	113046646	113046665
3440	chr13	113050000	20320	8	113047863-113047882	113040000	+	113047863	113047882
3442	chr13	113640000	20330	4	113630683-113630702	113630000	-	113630683	113630702
3442	chr13	113640000	20331	4	113631528-113631547	113630000	+	113631528	113631547
3443	chr13	113880000	20336	4	113870960-113870979	113870000	-	113870960	113870979
3443	chr13	113880000	20338	4	113877075-113877094	113870000	-	113877075	113877094
3443	chr13	113880000	20339	4	113877596-113877615	113870000	+	113877596	113877615
3444	chr13	114470000	20342	3	114460806-114460825	114460000	-	114460806	114460825
3445	chr13	114810000	20351	6	114807213-114807232	114800000	-	114807213	114807232
3446	chr13	115230000	20355	2	115224381-115224400	115220000	+	115224381	115224400
3447	chr13	116320000	20359	4	116310840-116310859	116310000	-	116310840	116310859
3447	chr13	116320000	20360	4	116312105-116312124	116310000	-	116312105	116312124
3447	chr13	116320000	20361	4	116312317-116312336	116310000	-	116312317	116312336
3447	chr13	116320000	20362	4	116312638-116312657	116310000	-	116312638	116312657
3448	chr13	116720000	20365	4	116712408-116712427	116710000	-	116712408	116712427
3448	chr13	116720000	20366	4	116713069-116713088	116710000	-	116713069	116713088
3448	chr13	116720000	20367	4	116713866-116713885	116710000	-	116713866	116713885
3448	chr13	116720000	20368	4	116715010-116715029	116710000	-	116715010	116715029
3449	chr13	117160000	20372	2	117152589-117152608	117150000	+	117152589	117152608
3450	chr13	117330000	20376	6	117324051-117324070	117320000	-	117324051	117324070
3451	chr13	117550000	20386	4	117548372-117548391	117540000	+	117548372	117548391
3452	chr13	118390000	20389	2	118380367-118380386	118380000	-	118380367	118380386
3452	chr13	118390000	20390	2	118384959-118384978	118380000	-	118384959	118384978
3453	chr14	8360000	20394	5	8351642-8351661	8350000	-	8351642	8351661
3453	chr14	8360000	20395	5	8356080-8356099	8350000	+	8356080	8356099
3453	chr14	8360000	20396	5	8356897-8356916	8350000	-	8356897	8356916
3456	chr14	9980000	20414	4	9975531-9975550	9970000	-	9975531	9975550
3456	chr14	9980000	20415	4	9976385-9976404	9970000	-	9976385	9976404
3456	chr14	9980000	20416	4	9976648-9976667	9970000	+	9976648	9976667
3458	chr14	11550000	20423	10	11542626-11542645	11540000	-	11542626	11542645
3458	chr14	11550000	20427	10	11544570-11544589	11540000	-	11544570	11544589
3458	chr14	11550000	20429	10	11546256-11546275	11540000	-	11546256	11546275
3459	chr14	12150000	20433	6	12140095-12140114	12140000	-	12140095	12140114
3459	chr14	12150000	20434	6	12140673-12140692	12140000	-	12140673	12140692
3459	chr14	12150000	20435	6	12145594-12145613	12140000	+	12145594	12145613
3459	chr14	12150000	20437	6	12147784-12147803	12140000	+	12147784	12147803
3459	chr14	12150000	20438	6	12148655-12148674	12140000	+	12148655	12148674
3460	chr14	12570000	20441	5	12560372-12560391	12560000	-	12560372	12560391
3462	chr14	13950000	20456	3	13947257-13947276	13940000	+	13947257	13947276
3463	chr14	14120000	20459	4	14110128-14110147	14110000	-	14110128	14110147
3463	chr14	14120000	20460	4	14114189-14114208	14110000	+	14114189	14114208
3463	chr14	14120000	20462	4	14119376-14119395	14110000	+	14119376	14119395
3465	chr14	14920000	20474	3	14914532-14914551	14910000	+	14914532	14914551
3465	chr14	14920000	20475	3	14916547-14916566	14910000	+	14916547	14916566
3466	chr14	15890000	20479	3	15883630-15883649	15880000	+	15883630	15883649
3467	chr14	16430000	20483	4	16420394-16420413	16420000	+	16420394	16420413
3467	chr14	16430000	20484	4	16420720-16420739	16420000	-	16420720	16420739
3470	chr14	20080000	20499	5	20071063-20071082	20070000	+	20071063	20071082
3470	chr14	20080000	20501	5	20078919-20078938	20070000	+	20078919	20078938
3471	chr14	20350000	20504	3	20340385-20340404	20340000	-	20340385	20340404
3472	chr14	20700000	20509	6	20691573-20691592	20690000	+	20691573	20691592
3472	chr14	20700000	20510	6	20691766-20691785	20690000	-	20691766	20691785
3472	chr14	20700000	20512	6	20697040-20697059	20690000	+	20697040	20697059
3472	chr14	20700000	20513	6	20697209-20697228	20690000	+	20697209	20697228
3472	chr14	20700000	20514	6	20697681-20697700	20690000	+	20697681	20697700
3473	chr14	21130000	20517	4	21120657-21120676	21120000	+	21120657	21120676
3474	chr14	21860000	20523	9	21851598-21851617	21850000	-	21851598	21851617
3474	chr14	21860000	20524	9	21851797-21851816	21850000	+	21851797	21851816
3474	chr14	21860000	20526	9	21853527-21853546	21850000	-	21853527	21853546
3474	chr14	21860000	20527	9	21854019-21854038	21850000	-	21854019	21854038
3474	chr14	21860000	20528	9	21855887-21855906	21850000	-	21855887	21855906
3474	chr14	21860000	20530	9	21857895-21857914	21850000	+	21857895	21857914
3475	chr14	22830000	20534	3	22821232-22821251	22820000	+	22821232	22821251
3475	chr14	22830000	20535	3	22823330-22823349	22820000	-	22823330	22823349
3477	chr14	24060000	20544	5	24057490-24057509	24050000	+	24057490	24057509
3478	chr14	24320000	20549	3	24311300-24311319	24310000	+	24311300	24311319
3479	chr14	24500000	20555	3	24499745-24499764	24490000	+	24499745	24499764
3480	chr14	24970000	20559	8	24962593-24962612	24960000	+	24962593	24962612
3480	chr14	24970000	20561	8	24966675-24966694	24960000	+	24966675	24966694
3480	chr14	24970000	20564	8	24969685-24969704	24960000	+	24969685	24969704
3480	chr14	24970000	20565	8	24969943-24969962	24960000	+	24969943	24969962
3481	chr14	25600000	20569	2	25597348-25597367	25590000	+	25597348	25597367
3483	chr14	26980000	20580	5	26970300-26970319	26970000	-	26970300	26970319
3484	chr14	27510000	20588	2	27509779-27509798	27500000	+	27509779	27509798
3485	chr14	27800000	20591	1	27791485-27791504	27790000	-	27791485	27791504
3486	chr14	28520000	20595	7	28510588-28510607	28510000	-	28510588	28510607
3486	chr14	28520000	20596	7	28510997-28511016	28510000	+	28510997	28511016
3486	chr14	28520000	20597	7	28513082-28513101	28510000	-	28513082	28513101
3486	chr14	28520000	20598	7	28519411-28519430	28510000	+	28519411	28519430
3486	chr14	28520000	20599	7	28519691-28519710	28510000	-	28519691	28519710
3487	chr14	29120000	20602	6	29110401-29110420	29110000	+	29110401	29110420
3487	chr14	29120000	20603	6	29110853-29110872	29110000	-	29110853	29110872
3487	chr14	29120000	20604	6	29111935-29111954	29110000	-	29111935	29111954
3487	chr14	29120000	20607	6	29117260-29117279	29110000	+	29117260	29117279
3488	chr14	29710000	20610	5	29702844-29702863	29700000	-	29702844	29702863
3488	chr14	29710000	20612	5	29705248-29705267	29700000	+	29705248	29705267
3493	chr14	32090000	20643	8	32089761-32089780	32080000	+	32089761	32089780
3494	chr14	32530000	20646	7	32519998-32520017	32520000	+	32519998	32520017
3494	chr14	32530000	20647	7	32520595-32520614	32520000	-	32520595	32520614
3494	chr14	32530000	20648	7	32521265-32521284	32520000	-	32521265	32521284
3494	chr14	32530000	20649	7	32522131-32522150	32520000	-	32522131	32522150
3494	chr14	32530000	20650	7	32522534-32522553	32520000	-	32522534	32522553
3494	chr14	32530000	20651	7	32526494-32526513	32520000	+	32526494	32526513
3494	chr14	32530000	20652	7	32527415-32527434	32520000	-	32527415	32527434
3497	chr14	33950000	20661	3	33940683-33940702	33940000	-	33940683	33940702
3497	chr14	33950000	20663	3	33947330-33947349	33940000	+	33947330	33947349
3498	chr14	34610000	20666	6	34600046-34600065	34600000	-	34600046	34600065
3498	chr14	34610000	20668	6	34601843-34601862	34600000	-	34601843	34601862
3498	chr14	34610000	20669	6	34602584-34602603	34600000	+	34602584	34602603
3498	chr14	34610000	20670	6	34608134-34608153	34600000	+	34608134	34608153
3498	chr14	34610000	20671	6	34608303-34608322	34600000	-	34608303	34608322
3499	chr14	34820000	20674	5	34810922-34810941	34810000	+	34810922	34810941
3499	chr14	34820000	20677	5	34813465-34813484	34810000	-	34813465	34813484
3499	chr14	34820000	20678	5	34815310-34815329	34810000	-	34815310	34815329
3502	chr14	36170000	20690	3	36162394-36162413	36160000	-	36162394	36162413
3502	chr14	36170000	20691	3	36166135-36166154	36160000	-	36166135	36166154
3503	chr14	36810000	20695	1	36804217-36804236	36800000	+	36804217	36804236
3506	chr14	39480000	20709	9	39470209-39470228	39470000	-	39470209	39470228
3506	chr14	39480000	20710	9	39470331-39470350	39470000	-	39470331	39470350
3506	chr14	39480000	20714	9	39471827-39471846	39470000	-	39471827	39471846
3509	chr14	41050000	20729	2	41045411-41045430	41040000	+	41045411	41045430
3511	chr14	45790000	20739	2	45789424-45789443	45780000	+	45789424	45789443
3512	chr14	46770000	20742	2	46760353-46760372	46760000	-	46760353	46760372
3513	chr14	47240000	20747	2	47235866-47235885	47230000	-	47235866	47235885
3514	chr14	47750000	20750	5	47742244-47742263	47740000	+	47742244	47742263
3514	chr14	47750000	20751	5	47742824-47742843	47740000	+	47742824	47742843
3514	chr14	47750000	20753	5	47745526-47745545	47740000	+	47745526	47745545
3515	chr14	48370000	20757	9	48361232-48361251	48360000	-	48361232	48361251
3515	chr14	48370000	20762	9	48367283-48367302	48360000	-	48367283	48367302
3515	chr14	48370000	20763	9	48368750-48368769	48360000	-	48368750	48368769
3515	chr14	48370000	20764	9	48369124-48369143	48360000	-	48369124	48369143
3516	chr14	49220000	20771	6	49218744-49218763	49210000	+	49218744	49218763
3516	chr14	49220000	20772	6	49218861-49218880	49210000	+	49218861	49218880
3516	chr14	49220000	20773	6	49219037-49219056	49210000	+	49219037	49219056
3518	chr14	50800000	20784	5	50799971-50799990	50790000	+	50799971	50799990
3519	chr14	51100000	20787	4	51090222-51090241	51090000	-	51090222	51090241
3519	chr14	51100000	20788	4	51090378-51090397	51090000	-	51090378	51090397
3519	chr14	51100000	20789	4	51092734-51092753	51090000	-	51092734	51092753
3519	chr14	51100000	20790	4	51098488-51098507	51090000	-	51098488	51098507
3520	chr14	52370000	20796	4	52368892-52368911	52360000	+	52368892	52368911
3521	chr14	54660000	20799	5	54650080-54650099	54650000	+	54650080	54650099
3521	chr14	54660000	20802	5	54651736-54651755	54650000	-	54651736	54651755
3522	chr14	55120000	20806	7	55114004-55114023	55110000	-	55114004	55114023
3522	chr14	55120000	20807	7	55114095-55114114	55110000	-	55114095	55114114
3522	chr14	55120000	20808	7	55115635-55115654	55110000	+	55115635	55115654
3522	chr14	55120000	20809	7	55117124-55117143	55110000	+	55117124	55117143
3523	chr14	55550000	20815	7	55542538-55542557	55540000	+	55542538	55542557
3523	chr14	55550000	20816	7	55543576-55543595	55540000	-	55543576	55543595
3523	chr14	55550000	20817	7	55545373-55545392	55540000	+	55545373	55545392
3523	chr14	55550000	20819	7	55547779-55547798	55540000	+	55547779	55547798
3523	chr14	55550000	20820	7	55547924-55547943	55540000	-	55547924	55547943
3523	chr14	55550000	20821	7	55549279-55549298	55540000	-	55549279	55549298
3524	chr14	55990000	20828	5	55989611-55989630	55980000	-	55989611	55989630
3525	chr14	56370000	20832	2	56369226-56369245	56360000	+	56369226	56369245
3526	chr14	56890000	20837	9	56885382-56885401	56880000	+	56885382	56885401
3526	chr14	56890000	20838	9	56885489-56885508	56880000	-	56885489	56885508
3526	chr14	56890000	20839	9	56887317-56887336	56880000	+	56887317	56887336
3526	chr14	56890000	20842	9	56888162-56888181	56880000	-	56888162	56888181
3527	chr14	57090000	20846	1	57082763-57082782	57080000	+	57082763	57082782
3528	chr14	57370000	20850	8	57361617-57361636	57360000	-	57361617	57361636
3528	chr14	57370000	20851	8	57362932-57362951	57360000	-	57362932	57362951
3528	chr14	57370000	20852	8	57363474-57363493	57360000	+	57363474	57363493
3528	chr14	57370000	20854	8	57368110-57368129	57360000	+	57368110	57368129
3530	chr14	58010000	20867	7	58004318-58004337	58000000	-	58004318	58004337
3532	chr14	59610000	20879	4	59604192-59604211	59600000	-	59604192	59604211
3532	chr14	59610000	20880	4	59605824-59605843	59600000	+	59605824	59605843
3533	chr14	60220000	20886	2	60211749-60211768	60210000	-	60211749	60211768
3534	chr14	60490000	20891	4	60482674-60482693	60480000	-	60482674	60482693
3535	chr14	60790000	20895	6	60780054-60780073	60780000	-	60780054	60780073
3535	chr14	60790000	20897	6	60783268-60783287	60780000	-	60783268	60783287
3535	chr14	60790000	20898	6	60784057-60784076	60780000	-	60784057	60784076
3535	chr14	60790000	20899	6	60784507-60784526	60780000	+	60784507	60784526
3535	chr14	60790000	20900	6	60786621-60786640	60780000	-	60786621	60786640
3536	chr14	61320000	20903	6	61310526-61310545	61310000	+	61310526	61310545
3536	chr14	61320000	20904	6	61315729-61315748	61310000	-	61315729	61315748
3536	chr14	61320000	20907	6	61319288-61319307	61310000	+	61319288	61319307
3537	chr14	61570000	20913	4	61567087-61567106	61560000	+	61567087	61567106
3538	chr14	62480000	20917	4	62473834-62473853	62470000	+	62473834	62473853
3539	chr14	63030000	20924	2	63027800-63027819	63020000	+	63027800	63027819
3541	chr14	63830000	20932	5	63820332-63820351	63820000	+	63820332	63820351
3541	chr14	63830000	20934	5	63826236-63826255	63820000	-	63826236	63826255
3541	chr14	63830000	20935	5	63828555-63828574	63820000	-	63828555	63828574
3541	chr14	63830000	20936	5	63829568-63829587	63820000	+	63829568	63829587
3542	chr14	64110000	20939	7	64101769-64101788	64100000	-	64101769	64101788
3542	chr14	64110000	20943	7	64104212-64104231	64100000	-	64104212	64104231
3542	chr14	64110000	20944	7	64105644-64105663	64100000	+	64105644	64105663
3542	chr14	64110000	20945	7	64109203-64109222	64100000	+	64109203	64109222
3543	chr14	64600000	20948	4	64591815-64591834	64590000	+	64591815	64591834
3543	chr14	64600000	20949	4	64593725-64593744	64590000	-	64593725	64593744
3543	chr14	64600000	20950	4	64595243-64595262	64590000	+	64595243	64595262
3543	chr14	64600000	20951	4	64596084-64596103	64590000	-	64596084	64596103
3544	chr14	65020000	20955	3	65016279-65016298	65010000	+	65016279	65016298
3546	chr14	65600000	20967	4	65597211-65597230	65590000	+	65597211	65597230
3546	chr14	65600000	20968	4	65597657-65597676	65590000	+	65597657	65597676
3547	chr14	65840000	20976	7	65837301-65837320	65830000	+	65837301	65837320
3547	chr14	65840000	20977	7	65837833-65837852	65830000	+	65837833	65837852
3547	chr14	65840000	20979	7	65838927-65838946	65830000	+	65838927	65838946
3548	chr14	66360000	20982	7	66353035-66353054	66350000	+	66353035	66353054
3548	chr14	66360000	20985	7	66354410-66354429	66350000	+	66354410	66354429
3548	chr14	66360000	20986	7	66356456-66356475	66350000	+	66356456	66356475
3548	chr14	66360000	20987	7	66357961-66357980	66350000	+	66357961	66357980
3548	chr14	66360000	20988	7	66358841-66358860	66350000	+	66358841	66358860
3549	chr14	66800000	20993	5	66791952-66791971	66790000	-	66791952	66791971
3549	chr14	66800000	20994	5	66796488-66796507	66790000	+	66796488	66796507
3550	chr14	67230000	21002	9	67228507-67228526	67220000	-	67228507	67228526
3550	chr14	67230000	21003	9	67228985-67229004	67220000	-	67228985	67229004
3550	chr14	67230000	21004	9	67229681-67229700	67220000	-	67229681	67229700
3551	chr14	67680000	21009	2	67672492-67672511	67670000	-	67672492	67672511
3551	chr14	67680000	21010	2	67674839-67674858	67670000	-	67674839	67674858
3552	chr14	67970000	21013	6	67960633-67960652	67960000	-	67960633	67960652
3552	chr14	67970000	21014	6	67962170-67962189	67960000	+	67962170	67962189
3552	chr14	67970000	21017	6	67966331-67966350	67960000	-	67966331	67966350
3552	chr14	67970000	21018	6	67969013-67969032	67960000	-	67969013	67969032
3553	chr14	68500000	21021	2	68494295-68494314	68490000	-	68494295	68494314
3553	chr14	68500000	21022	2	68495408-68495427	68490000	+	68495408	68495427
3555	chr14	70160000	21029	6	70150970-70150989	70150000	+	70150970	70150989
3555	chr14	70160000	21030	6	70151697-70151716	70150000	+	70151697	70151716
3555	chr14	70160000	21031	6	70152797-70152816	70150000	-	70152797	70152816
3555	chr14	70160000	21032	6	70155858-70155877	70150000	+	70155858	70155877
3555	chr14	70160000	21033	6	70158034-70158053	70150000	-	70158034	70158053
3556	chr14	70780000	21041	9	70774951-70774970	70770000	-	70774951	70774970
3556	chr14	70780000	21045	9	70778164-70778183	70770000	-	70778164	70778183
3557	chr14	72300000	21048	4	72292934-72292953	72290000	-	72292934	72292953
3557	chr14	72300000	21049	4	72293744-72293763	72290000	-	72293744	72293763
3557	chr14	72300000	21050	4	72293972-72293991	72290000	-	72293972	72293991
3557	chr14	72300000	21051	4	72294824-72294843	72290000	-	72294824	72294843
3558	chr14	72530000	21058	6	72527535-72527554	72520000	-	72527535	72527554
3560	chr14	73600000	21064	2	73594511-73594530	73590000	-	73594511	73594530
3561	chr14	74730000	21069	5	74723705-74723724	74720000	-	74723705	74723724
3562	chr14	75040000	21076	2	75036918-75036937	75030000	-	75036918	75036937
3563	chr14	75840000	21081	6	75833601-75833620	75830000	-	75833601	75833620
3563	chr14	75840000	21084	6	75835315-75835334	75830000	-	75835315	75835334
3564	chr14	76150000	21087	3	76141607-76141626	76140000	-	76141607	76141626
3564	chr14	76150000	21089	3	76145122-76145141	76140000	+	76145122	76145141
3565	chr14	76480000	21093	8	76473593-76473612	76470000	-	76473593	76473612
3565	chr14	76480000	21098	8	76479035-76479054	76470000	+	76479035	76479054
3565	chr14	76480000	21099	8	76479934-76479953	76470000	+	76479934	76479953
3567	chr14	77710000	21108	5	77708416-77708435	77700000	+	77708416	77708435
3568	chr14	78290000	21114	5	78281143-78281162	78280000	-	78281143	78281162
3568	chr14	78290000	21115	5	78282603-78282622	78280000	+	78282603	78282622
3568	chr14	78290000	21116	5	78283881-78283900	78280000	-	78283881	78283900
3568	chr14	78290000	21117	5	78288082-78288101	78280000	-	78288082	78288101
3568	chr14	78290000	21118	5	78288299-78288318	78280000	+	78288299	78288318
3569	chr14	78540000	21121	5	78531707-78531726	78530000	-	78531707	78531726
3569	chr14	78540000	21124	5	78534879-78534898	78530000	-	78534879	78534898
3569	chr14	78540000	21125	5	78536704-78536723	78530000	+	78536704	78536723
3570	chr14	79120000	21128	7	79112191-79112210	79110000	+	79112191	79112210
3570	chr14	79120000	21133	7	79118333-79118352	79110000	+	79118333	79118352
3570	chr14	79120000	21134	7	79118745-79118764	79110000	+	79118745	79118764
3572	chr14	79770000	21145	7	79763575-79763594	79760000	-	79763575	79763594
3572	chr14	79770000	21146	7	79768265-79768284	79760000	+	79768265	79768284
3572	chr14	79770000	21147	7	79768784-79768803	79760000	-	79768784	79768803
3572	chr14	79770000	21148	7	79769108-79769127	79760000	-	79769108	79769127
3574	chr14	80840000	21155	1	80831427-80831446	80830000	-	80831427	80831446
3578	chr14	84440000	21163	2	84438561-84438580	84430000	+	84438561	84438580
3581	chr14	87460000	21175	3	87452272-87452291	87450000	-	87452272	87452291
3581	chr14	87460000	21176	3	87459452-87459471	87450000	+	87459452	87459471
3581	chr14	87460000	21177	3	87459988-87460007	87450000	+	87459988	87460007
3582	chr14	88490000	21180	3	88480103-88480122	88480000	-	88480103	88480122
3586	chr14	90410000	21196	1	90406481-90406500	90400000	+	90406481	90406500
3593	chr14	95940000	21226	3	95934624-95934643	95930000	-	95934624	95934643
3594	chr14	96500000	21229	3	96491593-96491612	96490000	+	96491593	96491612
3595	chr14	96940000	21236	6	96934930-96934949	96930000	-	96934930	96934949
3596	chr14	97560000	21243	5	97555741-97555760	97550000	+	97555741	97555760
3596	chr14	97560000	21245	5	97558905-97558924	97550000	-	97558905	97558924
3596	chr14	97560000	21246	5	97559771-97559790	97550000	-	97559771	97559790
3598	chr14	98190000	21251	2	98181805-98181824	98180000	-	98181805	98181824
3599	chr14	99050000	21255	2	99048151-99048170	99040000	+	99048151	99048170
3600	chr14	99920000	21259	5	99911329-99911348	99910000	-	99911329	99911348
3600	chr14	99920000	21260	5	99911888-99911907	99910000	-	99911888	99911907
3600	chr14	99920000	21261	5	99913072-99913091	99910000	-	99913072	99913091
3602	chr14	101450000	21272	4	101442781-101442800	101440000	+	101442781	101442800
3602	chr14	101450000	21273	4	101444440-101444459	101440000	+	101444440	101444459
3602	chr14	101450000	21275	4	101448067-101448086	101440000	-	101448067	101448086
3603	chr14	102520000	21278	4	102510621-102510640	102510000	-	102510621	102510640
3603	chr14	102520000	21279	4	102512295-102512314	102510000	+	102512295	102512314
3603	chr14	102520000	21280	4	102516950-102516969	102510000	+	102516950	102516969
3604	chr14	103010000	21285	8	103003111-103003130	103000000	+	103003111	103003130
3604	chr14	103010000	21287	8	103005791-103005810	103000000	+	103005791	103005810
3604	chr14	103010000	21288	8	103007083-103007102	103000000	+	103007083	103007102
3605	chr14	103540000	21294	8	103532165-103532184	103530000	-	103532165	103532184
3605	chr14	103540000	21295	8	103534586-103534605	103530000	+	103534586	103534605
3605	chr14	103540000	21296	8	103534743-103534762	103530000	-	103534743	103534762
3605	chr14	103540000	21297	8	103535533-103535552	103530000	-	103535533	103535552
3606	chr14	103740000	21304	5	103730267-103730286	103730000	-	103730267	103730286
3607	chr14	104040000	21312	4	104033767-104033786	104030000	+	104033767	104033786
3607	chr14	104040000	21313	4	104033896-104033915	104030000	+	104033896	104033915
3607	chr14	104040000	21314	4	104039034-104039053	104030000	+	104039034	104039053
3608	chr14	104470000	21317	3	104465871-104465890	104460000	+	104465871	104465890
3608	chr14	104470000	21318	3	104466052-104466071	104460000	+	104466052	104466071
3609	chr14	105310000	21322	4	105301613-105301632	105300000	+	105301613	105301632
3609	chr14	105310000	21323	4	105302891-105302910	105300000	+	105302891	105302910
3609	chr14	105310000	21324	4	105302974-105302993	105300000	+	105302974	105302993
3609	chr14	105310000	21325	4	105307875-105307894	105300000	+	105307875	105307894
3618	chr14	112220000	21358	2	112217666-112217685	112210000	-	112217666	112217685
3621	chr14	114800000	21365	1	114791628-114791647	114790000	-	114791628	114791647
3622	chr14	115050000	21368	4	115041574-115041593	115040000	+	115041574	115041593
3622	chr14	115050000	21370	4	115042221-115042240	115040000	-	115042221	115042240
3623	chr14	115460000	21374	3	115451127-115451146	115450000	-	115451127	115451146
3624	chr14	115820000	21379	2	115819221-115819240	115810000	+	115819221	115819240
3626	chr14	116940000	21383	3	116936791-116936810	116930000	+	116936791	116936810
3626	chr14	116940000	21384	3	116937372-116937391	116930000	-	116937372	116937391
3626	chr14	116940000	21385	3	116938339-116938358	116930000	+	116938339	116938358
3627	chr14	117350000	21388	2	117341181-117341200	117340000	+	117341181	117341200
3629	chr14	118570000	21397	3	118564854-118564873	118560000	+	118564854	118564873
3629	chr14	118570000	21398	3	118565203-118565222	118560000	+	118565203	118565222
3629	chr14	118570000	21399	3	118569049-118569068	118560000	+	118569049	118569068
3631	chr14	120070000	21407	3	120061303-120061322	120060000	-	120061303	120061322
3632	chr14	120480000	21412	4	120470084-120470103	120470000	+	120470084	120470103
3632	chr14	120480000	21414	4	120476279-120476298	120470000	-	120476279	120476298
3632	chr14	120480000	21415	4	120477764-120477783	120470000	+	120477764	120477783
3634	chr14	121230000	21423	8	121220872-121220891	121220000	-	121220872	121220891
3635	chr14	121460000	21434	6	121451282-121451301	121450000	-	121451282	121451301
3635	chr14	121460000	21435	6	121452023-121452042	121450000	-	121452023	121452042
3635	chr14	121460000	21436	6	121453081-121453100	121450000	+	121453081	121453100
3635	chr14	121460000	21437	6	121455690-121455709	121450000	-	121455690	121455709
3637	chr14	122180000	21447	4	122171175-122171194	122170000	+	122171175	122171194
3637	chr14	122180000	21448	4	122171288-122171307	122170000	-	122171288	122171307
3637	chr14	122180000	21450	4	122179499-122179518	122170000	+	122179499	122179518
3638	chr14	122530000	21456	4	122528549-122528568	122520000	-	122528549	122528568
3639	chr14	122910000	21461	5	122903069-122903088	122900000	-	122903069	122903088
3639	chr14	122910000	21462	5	122903439-122903458	122900000	-	122903439	122903458
3640	chr14	123360000	21467	4	123353137-123353156	123350000	-	123353137	123353156
3640	chr14	123360000	21469	4	123356568-123356587	123350000	-	123356568	123356587
3642	chr15	5110000	21476	4	5106441-5106460	5100000	-	5106441	5106460
3644	chr15	6220000	21484	1	6213273-6213292	6210000	-	6213273	6213292
3646	chr15	7240000	21491	3	7230392-7230411	7230000	+	7230392	7230411
3647	chr15	7460000	21496	7	7450333-7450352	7450000	-	7450333	7450352
3647	chr15	7460000	21497	7	7452171-7452190	7450000	+	7452171	7452190
3647	chr15	7460000	21498	7	7452322-7452341	7450000	+	7452322	7452341
3647	chr15	7460000	21499	7	7456126-7456145	7450000	+	7456126	7456145
3647	chr15	7460000	21501	7	7458322-7458341	7450000	-	7458322	7458341
3647	chr15	7460000	21502	7	7459468-7459487	7450000	+	7459468	7459487
3648	chr15	7860000	21506	2	7857552-7857571	7850000	+	7857552	7857571
3649	chr15	8100000	21513	5	8099271-8099290	8090000	-	8099271	8099290
3650	chr15	8390000	21516	3	8382388-8382407	8380000	+	8382388	8382407
3651	chr15	8620000	21522	3	8615469-8615488	8610000	-	8615469	8615488
3651	chr15	8620000	21523	3	8619137-8619156	8610000	+	8619137	8619156
3653	chr15	9450000	21529	3	9449690-9449709	9440000	-	9449690	9449709
3654	chr15	9750000	21532	1	9748953-9748972	9740000	-	9748953	9748972
3656	chr15	11040000	21538	7	11031216-11031235	11030000	+	11031216	11031235
3656	chr15	11040000	21540	7	11033395-11033414	11030000	-	11033395	11033414
3656	chr15	11040000	21541	7	11035896-11035915	11030000	-	11035896	11035915
3656	chr15	11040000	21542	7	11036465-11036484	11030000	-	11036465	11036484
3656	chr15	11040000	21543	7	11037076-11037095	11030000	-	11037076	11037095
3656	chr15	11040000	21544	7	11038668-11038687	11030000	+	11038668	11038687
3657	chr15	11400000	21547	7	11391630-11391649	11390000	-	11391630	11391649
3657	chr15	11400000	21548	7	11393056-11393075	11390000	+	11393056	11393075
3657	chr15	11400000	21549	7	11393203-11393222	11390000	+	11393203	11393222
3657	chr15	11400000	21550	7	11394267-11394286	11390000	-	11394267	11394286
3657	chr15	11400000	21551	7	11396612-11396631	11390000	+	11396612	11396631
3657	chr15	11400000	21553	7	11398976-11398995	11390000	+	11398976	11398995
3658	chr15	11970000	21556	6	11963750-11963769	11960000	+	11963750	11963769
3658	chr15	11970000	21560	6	11966556-11966575	11960000	-	11966556	11966575
