experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
56687	chr1	5905000	5905019	-	42.8	<>	3	20	125625
56688	chr16	27468962	27468981	+	42.75	<>	3	20	125625
56689	chr15	70921072	70921091	-	42.62	<>	3	20	125625
56690	chr8	91797706	91797725	+	42.6	<>	3	20	125625
56691	chr3	80079950	80079969	+	42.5	<>	3	20	125625
56692	chr18	16211890	16211909	-	42.47	<>	3	20	125625
56693	chr3	113080921	113080940	-	42.47	<>	3	20	125625
56694	chr2	17415562	17415581	-	42.34	<>	3	20	125625
56695	chr7	49121484	49121503	-	42.3	<>	3	20	125625
56696	chr18	16211892	16211911	+	42.3	<>	3	20	125625
56697	chr8	26184368	26184387	+	42.22	<>	3	20	125625
56698	chr2	37815860	37815879	+	42.2	<>	3	20	125625
56699	chr6	6005818	6005837	+	42.06	<>	3	20	125625
56700	chr12	35192361	35192380	+	53.78	<>	4	20	125625
56701	chr2	48886252	48886271	-	53.7	<>	4	20	125625
56702	chr12	35192359	35192378	-	53.66	<>	4	20	125625
56703	chr8	102781112	102781131	-	53.5	<>	4	20	125625
56704	chr5	49961991	49962010	-	53.3	<>	4	20	125625
56705	chr9	26776356	26776375	-	53.12	<>	4	20	125625
56706	chr9	51152589	51152608	-	53.06	<>	4	20	125625
56707	chr8	58566264	58566283	+	52.88	<>	4	20	125625
56708	chr12	40837731	40837750	+	52.84	<>	4	20	125625
56709	chr8	36523116	36523135	-	52.5	<>	4	20	125625
56710	chr6	101261721	101261740	-	52.5	<>	4	20	125625
56711	chr11	57467954	57467973	-	52.38	<>	4	20	125625
56712	chr4	70621534	70621553	-	52.28	<>	4	20	125625
56713	chr2	101905952	101905971	+	52.25	<>	4	20	125625
56714	chr13	19698902	19698921	+	51.94	<>	4	20	125625
56715	chr16	13117402	13117421	+	51.94	<>	4	20	125625
56716	chr9	63136044	63136063	+	51.75	<>	4	20	125625
56717	chr12	92303369	92303388	+	51.62	<>	4	20	125625
56718	chr11	31949597	31949616	-	51.56	<>	4	20	125625
56719	chr9	49494116	49494135	+	51.2	<>	4	20	125625
56720	chr12	17554295	17554314	+	51.2	<>	4	20	125625
56721	chr9	88222169	88222188	-	51.16	<>	4	20	125625
56722	chr1	55404542	55404561	+	51.12	<>	4	20	125625
56723	chr12	57825931	57825950	+	51.06	<>	4	20	125625
56724	chr3	57843966	57843985	+	50.94	<>	4	20	125625
56725	chr16	22564764	22564783	+	50.8	<>	4	20	125625
56726	chr7	132213675	132213694	-	50.6	<>	4	20	125625
56727	chr16	72215914	72215933	-	50.38	<>	4	20	125625
56728	chr18	16217031	16217050	+	50.2	<>	4	20	125625
56729	chr11	113165297	113165316	-	50.12	<>	4	20	125625
56730	chr14	34810922	34810941	+	49.88	<>	4	20	125625
56731	chr17	83271677	83271696	+	49.25	<>	4	20	125625
56732	chr12	78056172	78056191	+	49.12	<>	4	20	125625
56733	chr16	89765679	89765698	-	49.0	<>	4	20	125625
56734	chr13	112264852	112264871	-	48.94	<>	4	20	125625
56735	chr13	112264855	112264874	-	48.88	<>	4	20	125625
56736	chr2	118638274	118638293	+	48.7	<>	4	20	125625
56737	chr15	32766466	32766485	-	48.47	<>	4	20	125625
56738	chr1	21411386	21411405	+	48.44	<>	4	20	125625
56739	chr6	43686121	43686140	+	48.3	<>	4	20	125625
56740	chr13	30260113	30260132	-	48.25	<>	4	20	125625
56741	chr9	60245108	60245127	+	47.97	<>	4	20	125625
56742	chr1	103799500	103799519	+	47.94	<>	4	20	125625
56743	chr7	86211545	86211564	-	47.94	<>	4	20	125625
56744	chr11	40149490	40149509	-	47.47	<>	4	20	125625
56745	chr11	25862970	25862989	-	47.2	<>	4	20	125625
56746	chr16	72218208	72218227	+	47.12	<>	4	20	125625
56747	chr15	44836383	44836402	+	47.12	<>	4	20	125625
56748	chr16	64748436	64748455	-	47.0	<>	4	20	125625
56749	chr3	14679375	14679394	+	46.8	<>	4	20	125625
56750	chr17	86906315	86906334	-	46.8	<>	4	20	125625
56751	chr18	57976796	57976815	+	46.8	<>	4	20	125625
56752	chr6	13281045	13281064	-	46.75	<>	4	20	125625
56753	chr12	17554309	17554328	-	46.62	<>	4	20	125625
56754	chr3	68056531	68056550	+	46.62	<>	4	20	125625
56755	chr3	9711102	9711121	+	46.56	<>	4	20	125625
56756	chr16	37109440	37109459	+	46.34	<>	4	20	125625
56757	chr16	96671788	96671807	-	46.06	<>	4	20	125625
56758	chr3	153655299	153655318	-	46.06	<>	4	20	125625
56759	chr18	58481865	58481884	-	45.88	<>	4	20	125625
56760	chr7	125393828	125393847	-	45.75	<>	4	20	125625
56761	chr16	25349805	25349824	-	45.62	<>	4	20	125625
56762	chr4	74231656	74231675	-	45.38	<>	4	20	125625
56763	chr4	74231658	74231677	+	45.22	<>	4	20	125625
56764	chr13	89543209	89543228	-	45.2	<>	4	20	125625
56765	chr1	179477243	179477262	-	45.0	<>	4	20	125625
56766	chr4	127368529	127368548	+	44.75	<>	4	20	125625
56767	chr3	25220803	25220822	-	44.62	<>	4	20	125625
56768	chr12	41487217	41487236	-	44.56	<>	4	20	125625
56769	chr14	102510621	102510640	-	44.4	<>	4	20	125625
56770	chr4	25180062	25180081	-	44.38	<>	4	20	125625
56771	chr3	31146116	31146135	+	44.2	<>	4	20	125625
56772	chr16	58299639	58299658	+	44.12	<>	4	20	125625
56773	chr5	16309782	16309801	+	43.94	<>	4	20	125625
56774	chr7	118102436	118102455	-	43.88	<>	4	20	125625
56775	chr5	16309780	16309799	-	43.75	<>	4	20	125625
56776	chr13	51830906	51830925	+	43.62	<>	4	20	125625
56777	chr6	100882571	100882590	+	43.6	<>	4	20	125625
56778	chr1	54381456	54381475	-	43.56	<>	4	20	125625
56779	chr7	143153991	143154010	+	43.38	<>	4	20	125625
56780	chr9	122729740	122729759	-	43.3	<>	4	20	125625
56781	chr2	113494885	113494904	+	43.2	<>	4	20	125625
56782	chr13	113877596	113877615	+	43.12	<>	4	20	125625
56783	chr12	74013946	74013965	-	43.12	<>	4	20	125625
56784	chr1	120586652	120586671	+	43.1	<>	4	20	125625
56785	chr17	42603598	42603617	-	43.06	<>	4	20	125625
56786	chr8	50293731	50293750	-	42.88	<>	4	20	125625
56787	chr1	5905000	5905019	-	42.8	<>	4	20	125625
56788	chr16	27468962	27468981	+	42.75	<>	4	20	125625
56789	chr15	70921072	70921091	-	42.62	<>	4	20	125625
56790	chr8	91797706	91797725	+	42.6	<>	4	20	125625
56791	chr3	80079950	80079969	+	42.5	<>	4	20	125625
56792	chr18	16211890	16211909	-	42.47	<>	4	20	125625
56793	chr3	113080921	113080940	-	42.47	<>	4	20	125625
56794	chr2	17415562	17415581	-	42.34	<>	4	20	125625
56795	chr7	49121484	49121503	-	42.3	<>	4	20	125625
56796	chr18	16211892	16211911	+	42.3	<>	4	20	125625
56797	chr8	26184368	26184387	+	42.22	<>	4	20	125625
56798	chr2	37815860	37815879	+	42.2	<>	4	20	125625
56799	chr6	6005818	6005837	+	42.06	<>	4	20	125625
56800	chr12	35192361	35192380	+	53.78	<>	3	20	129825
56801	chr2	48886252	48886271	-	53.7	<>	3	20	129825
56802	chr12	35192359	35192378	-	53.66	<>	3	20	129825
56803	chr8	102781112	102781131	-	53.5	<>	3	20	129825
56804	chr5	49961991	49962010	-	53.3	<>	3	20	129825
56805	chr9	26776356	26776375	-	53.12	<>	3	20	129825
56806	chr9	51152589	51152608	-	53.06	<>	3	20	129825
56807	chr8	58566264	58566283	+	52.88	<>	3	20	129825
56808	chr12	40837731	40837750	+	52.84	<>	3	20	129825
56809	chr8	36523116	36523135	-	52.5	<>	3	20	129825
56810	chr6	101261721	101261740	-	52.5	<>	3	20	129825
56811	chr11	57467954	57467973	-	52.38	<>	3	20	129825
56812	chr4	70621534	70621553	-	52.28	<>	3	20	129825
56813	chr2	101905952	101905971	+	52.25	<>	3	20	129825
56814	chr13	19698902	19698921	+	51.94	<>	3	20	129825
56815	chr16	13117402	13117421	+	51.94	<>	3	20	129825
56816	chr9	63136044	63136063	+	51.75	<>	3	20	129825
56817	chr12	92303369	92303388	+	51.62	<>	3	20	129825
56818	chr11	31949597	31949616	-	51.56	<>	3	20	129825
56819	chr9	49494116	49494135	+	51.2	<>	3	20	129825
56820	chr12	17554295	17554314	+	51.2	<>	3	20	129825
56821	chr9	88222169	88222188	-	51.16	<>	3	20	129825
56822	chr1	55404542	55404561	+	51.12	<>	3	20	129825
56823	chr12	57825931	57825950	+	51.06	<>	3	20	129825
56824	chr3	57843966	57843985	+	50.94	<>	3	20	129825
56825	chr16	22564764	22564783	+	50.8	<>	3	20	129825
56826	chr7	132213675	132213694	-	50.6	<>	3	20	129825
56827	chr16	72215914	72215933	-	50.38	<>	3	20	129825
56828	chr18	16217031	16217050	+	50.2	<>	3	20	129825
56829	chr11	113165297	113165316	-	50.12	<>	3	20	129825
56830	chr14	34810922	34810941	+	49.88	<>	3	20	129825
56831	chr17	83271677	83271696	+	49.25	<>	3	20	129825
56832	chr12	78056172	78056191	+	49.12	<>	3	20	129825
56833	chr16	89765679	89765698	-	49.0	<>	3	20	129825
56834	chr13	112264852	112264871	-	48.94	<>	3	20	129825
56835	chr13	112264855	112264874	-	48.88	<>	3	20	129825
56836	chr2	118638274	118638293	+	48.7	<>	3	20	129825
56837	chr15	32766466	32766485	-	48.47	<>	3	20	129825
56838	chr1	21411386	21411405	+	48.44	<>	3	20	129825
56839	chr6	43686121	43686140	+	48.3	<>	3	20	129825
56840	chr13	30260113	30260132	-	48.25	<>	3	20	129825
56841	chr9	60245108	60245127	+	47.97	<>	3	20	129825
56842	chr1	103799500	103799519	+	47.94	<>	3	20	129825
56843	chr7	86211545	86211564	-	47.94	<>	3	20	129825
56844	chr11	40149490	40149509	-	47.47	<>	3	20	129825
56845	chr11	25862970	25862989	-	47.2	<>	3	20	129825
56846	chr16	72218208	72218227	+	47.12	<>	3	20	129825
56847	chr15	44836383	44836402	+	47.12	<>	3	20	129825
56848	chr16	64748436	64748455	-	47.0	<>	3	20	129825
56849	chr3	14679375	14679394	+	46.8	<>	3	20	129825
56850	chr17	86906315	86906334	-	46.8	<>	3	20	129825
56851	chr18	57976796	57976815	+	46.8	<>	3	20	129825
56852	chr6	13281045	13281064	-	46.75	<>	3	20	129825
56853	chr12	17554309	17554328	-	46.62	<>	3	20	129825
56854	chr3	68056531	68056550	+	46.62	<>	3	20	129825
56855	chr3	9711102	9711121	+	46.56	<>	3	20	129825
56856	chr16	37109440	37109459	+	46.34	<>	3	20	129825
56857	chr16	96671788	96671807	-	46.06	<>	3	20	129825
56858	chr3	153655299	153655318	-	46.06	<>	3	20	129825
56859	chr18	58481865	58481884	-	45.88	<>	3	20	129825
56860	chr7	125393828	125393847	-	45.75	<>	3	20	129825
56861	chr16	25349805	25349824	-	45.62	<>	3	20	129825
56862	chr4	74231656	74231675	-	45.38	<>	3	20	129825
56863	chr4	74231658	74231677	+	45.22	<>	3	20	129825
56864	chr13	89543209	89543228	-	45.2	<>	3	20	129825
56865	chr1	179477243	179477262	-	45.0	<>	3	20	129825
56866	chr4	127368529	127368548	+	44.75	<>	3	20	129825
56867	chr3	25220803	25220822	-	44.62	<>	3	20	129825
56868	chr12	41487217	41487236	-	44.56	<>	3	20	129825
56869	chr14	102510621	102510640	-	44.4	<>	3	20	129825
56870	chr4	25180062	25180081	-	44.38	<>	3	20	129825
56871	chr3	31146116	31146135	+	44.2	<>	3	20	129825
56872	chr16	58299639	58299658	+	44.12	<>	3	20	129825
56873	chr5	16309782	16309801	+	43.94	<>	3	20	129825
56874	chr7	118102436	118102455	-	43.88	<>	3	20	129825
56875	chr5	16309780	16309799	-	43.75	<>	3	20	129825
56876	chr13	51830906	51830925	+	43.62	<>	3	20	129825
56877	chr6	100882571	100882590	+	43.6	<>	3	20	129825
56878	chr1	54381456	54381475	-	43.56	<>	3	20	129825
56879	chr7	143153991	143154010	+	43.38	<>	3	20	129825
56880	chr9	122729740	122729759	-	43.3	<>	3	20	129825
56881	chr2	113494885	113494904	+	43.2	<>	3	20	129825
56882	chr13	113877596	113877615	+	43.12	<>	3	20	129825
56883	chr12	74013946	74013965	-	43.12	<>	3	20	129825
56884	chr1	120586652	120586671	+	43.1	<>	3	20	129825
56885	chr17	42603598	42603617	-	43.06	<>	3	20	129825
56886	chr8	50293731	50293750	-	42.88	<>	3	20	129825
56887	chr1	5905000	5905019	-	42.8	<>	3	20	129825
56888	chr16	27468962	27468981	+	42.75	<>	3	20	129825
56889	chr15	70921072	70921091	-	42.62	<>	3	20	129825
56890	chr8	91797706	91797725	+	42.6	<>	3	20	129825
56891	chr3	80079950	80079969	+	42.5	<>	3	20	129825
56892	chr18	16211890	16211909	-	42.47	<>	3	20	129825
56893	chr3	113080921	113080940	-	42.47	<>	3	20	129825
56894	chr2	17415562	17415581	-	42.34	<>	3	20	129825
56895	chr7	49121484	49121503	-	42.3	<>	3	20	129825
56896	chr18	16211892	16211911	+	42.3	<>	3	20	129825
56897	chr8	26184368	26184387	+	42.22	<>	3	20	129825
56898	chr2	37815860	37815879	+	42.2	<>	3	20	129825
56899	chr6	6005818	6005837	+	42.06	<>	3	20	129825
56900	chr12	35192361	35192380	+	53.78	<>	4	20	129825
56901	chr2	48886252	48886271	-	53.7	<>	4	20	129825
56902	chr12	35192359	35192378	-	53.66	<>	4	20	129825
56903	chr8	102781112	102781131	-	53.5	<>	4	20	129825
56904	chr5	49961991	49962010	-	53.3	<>	4	20	129825
56905	chr9	26776356	26776375	-	53.12	<>	4	20	129825
56906	chr9	51152589	51152608	-	53.06	<>	4	20	129825
56907	chr8	58566264	58566283	+	52.88	<>	4	20	129825
56908	chr12	40837731	40837750	+	52.84	<>	4	20	129825
56909	chr8	36523116	36523135	-	52.5	<>	4	20	129825
56910	chr6	101261721	101261740	-	52.5	<>	4	20	129825
56911	chr11	57467954	57467973	-	52.38	<>	4	20	129825
56912	chr4	70621534	70621553	-	52.28	<>	4	20	129825
56913	chr2	101905952	101905971	+	52.25	<>	4	20	129825
56914	chr13	19698902	19698921	+	51.94	<>	4	20	129825
56915	chr16	13117402	13117421	+	51.94	<>	4	20	129825
56916	chr9	63136044	63136063	+	51.75	<>	4	20	129825
56917	chr12	92303369	92303388	+	51.62	<>	4	20	129825
56918	chr11	31949597	31949616	-	51.56	<>	4	20	129825
56919	chr9	49494116	49494135	+	51.2	<>	4	20	129825
56920	chr12	17554295	17554314	+	51.2	<>	4	20	129825
56921	chr9	88222169	88222188	-	51.16	<>	4	20	129825
56922	chr1	55404542	55404561	+	51.12	<>	4	20	129825
56923	chr12	57825931	57825950	+	51.06	<>	4	20	129825
56924	chr3	57843966	57843985	+	50.94	<>	4	20	129825
56925	chr16	22564764	22564783	+	50.8	<>	4	20	129825
56926	chr7	132213675	132213694	-	50.6	<>	4	20	129825
56927	chr16	72215914	72215933	-	50.38	<>	4	20	129825
56928	chr18	16217031	16217050	+	50.2	<>	4	20	129825
56929	chr11	113165297	113165316	-	50.12	<>	4	20	129825
56930	chr14	34810922	34810941	+	49.88	<>	4	20	129825
56931	chr17	83271677	83271696	+	49.25	<>	4	20	129825
56932	chr12	78056172	78056191	+	49.12	<>	4	20	129825
56933	chr16	89765679	89765698	-	49.0	<>	4	20	129825
56934	chr13	112264852	112264871	-	48.94	<>	4	20	129825
56935	chr13	112264855	112264874	-	48.88	<>	4	20	129825
56936	chr2	118638274	118638293	+	48.7	<>	4	20	129825
56937	chr15	32766466	32766485	-	48.47	<>	4	20	129825
56938	chr1	21411386	21411405	+	48.44	<>	4	20	129825
56939	chr6	43686121	43686140	+	48.3	<>	4	20	129825
56940	chr13	30260113	30260132	-	48.25	<>	4	20	129825
56941	chr9	60245108	60245127	+	47.97	<>	4	20	129825
56942	chr1	103799500	103799519	+	47.94	<>	4	20	129825
56943	chr7	86211545	86211564	-	47.94	<>	4	20	129825
56944	chr11	40149490	40149509	-	47.47	<>	4	20	129825
56945	chr11	25862970	25862989	-	47.2	<>	4	20	129825
56946	chr16	72218208	72218227	+	47.12	<>	4	20	129825
56947	chr15	44836383	44836402	+	47.12	<>	4	20	129825
56948	chr16	64748436	64748455	-	47.0	<>	4	20	129825
56949	chr3	14679375	14679394	+	46.8	<>	4	20	129825
56950	chr17	86906315	86906334	-	46.8	<>	4	20	129825
56951	chr18	57976796	57976815	+	46.8	<>	4	20	129825
56952	chr6	13281045	13281064	-	46.75	<>	4	20	129825
56953	chr12	17554309	17554328	-	46.62	<>	4	20	129825
56954	chr3	68056531	68056550	+	46.62	<>	4	20	129825
56955	chr3	9711102	9711121	+	46.56	<>	4	20	129825
56956	chr16	37109440	37109459	+	46.34	<>	4	20	129825
56957	chr16	96671788	96671807	-	46.06	<>	4	20	129825
56958	chr3	153655299	153655318	-	46.06	<>	4	20	129825
56959	chr18	58481865	58481884	-	45.88	<>	4	20	129825
56960	chr7	125393828	125393847	-	45.75	<>	4	20	129825
56961	chr16	25349805	25349824	-	45.62	<>	4	20	129825
56962	chr4	74231656	74231675	-	45.38	<>	4	20	129825
56963	chr4	74231658	74231677	+	45.22	<>	4	20	129825
56964	chr13	89543209	89543228	-	45.2	<>	4	20	129825
56965	chr1	179477243	179477262	-	45.0	<>	4	20	129825
56966	chr4	127368529	127368548	+	44.75	<>	4	20	129825
56967	chr3	25220803	25220822	-	44.62	<>	4	20	129825
56968	chr12	41487217	41487236	-	44.56	<>	4	20	129825
56969	chr14	102510621	102510640	-	44.4	<>	4	20	129825
56970	chr4	25180062	25180081	-	44.38	<>	4	20	129825
56971	chr3	31146116	31146135	+	44.2	<>	4	20	129825
56972	chr16	58299639	58299658	+	44.12	<>	4	20	129825
56973	chr5	16309782	16309801	+	43.94	<>	4	20	129825
56974	chr7	118102436	118102455	-	43.88	<>	4	20	129825
56975	chr5	16309780	16309799	-	43.75	<>	4	20	129825
56976	chr13	51830906	51830925	+	43.62	<>	4	20	129825
56977	chr6	100882571	100882590	+	43.6	<>	4	20	129825
56978	chr1	54381456	54381475	-	43.56	<>	4	20	129825
56979	chr7	143153991	143154010	+	43.38	<>	4	20	129825
56980	chr9	122729740	122729759	-	43.3	<>	4	20	129825
56981	chr2	113494885	113494904	+	43.2	<>	4	20	129825
56982	chr13	113877596	113877615	+	43.12	<>	4	20	129825
56983	chr12	74013946	74013965	-	43.12	<>	4	20	129825
56984	chr1	120586652	120586671	+	43.1	<>	4	20	129825
56985	chr17	42603598	42603617	-	43.06	<>	4	20	129825
56986	chr8	50293731	50293750	-	42.88	<>	4	20	129825
56987	chr1	5905000	5905019	-	42.8	<>	4	20	129825
56988	chr16	27468962	27468981	+	42.75	<>	4	20	129825
56989	chr15	70921072	70921091	-	42.62	<>	4	20	129825
56990	chr8	91797706	91797725	+	42.6	<>	4	20	129825
56991	chr3	80079950	80079969	+	42.5	<>	4	20	129825
56992	chr18	16211890	16211909	-	42.47	<>	4	20	129825
56993	chr3	113080921	113080940	-	42.47	<>	4	20	129825
56994	chr2	17415562	17415581	-	42.34	<>	4	20	129825
56995	chr7	49121484	49121503	-	42.3	<>	4	20	129825
56996	chr18	16211892	16211911	+	42.3	<>	4	20	129825
56997	chr8	26184368	26184387	+	42.22	<>	4	20	129825
56998	chr2	37815860	37815879	+	42.2	<>	4	20	129825
56999	chr6	6005818	6005837	+	42.06	<>	4	20	129825
57000	chr12	35192361	35192380	+	53.78	<>	3	20	134166
57001	chr2	48886252	48886271	-	53.7	<>	3	20	134166
57002	chr12	35192359	35192378	-	53.66	<>	3	20	134166
57003	chr8	102781112	102781131	-	53.5	<>	3	20	134166
57004	chr5	49961991	49962010	-	53.3	<>	3	20	134166
57005	chr9	26776356	26776375	-	53.12	<>	3	20	134166
57006	chr9	51152589	51152608	-	53.06	<>	3	20	134166
57007	chr8	58566264	58566283	+	52.88	<>	3	20	134166
57008	chr12	40837731	40837750	+	52.84	<>	3	20	134166
57009	chr8	36523116	36523135	-	52.5	<>	3	20	134166
57010	chr6	101261721	101261740	-	52.5	<>	3	20	134166
57011	chr11	57467954	57467973	-	52.38	<>	3	20	134166
57012	chr4	70621534	70621553	-	52.28	<>	3	20	134166
57013	chr2	101905952	101905971	+	52.25	<>	3	20	134166
57014	chr13	19698902	19698921	+	51.94	<>	3	20	134166
57015	chr16	13117402	13117421	+	51.94	<>	3	20	134166
57016	chr9	63136044	63136063	+	51.75	<>	3	20	134166
57017	chr12	92303369	92303388	+	51.62	<>	3	20	134166
57018	chr11	31949597	31949616	-	51.56	<>	3	20	134166
57019	chr9	49494116	49494135	+	51.2	<>	3	20	134166
57020	chr12	17554295	17554314	+	51.2	<>	3	20	134166
57021	chr9	88222169	88222188	-	51.16	<>	3	20	134166
57022	chr1	55404542	55404561	+	51.12	<>	3	20	134166
57023	chr12	57825931	57825950	+	51.06	<>	3	20	134166
57024	chr3	57843966	57843985	+	50.94	<>	3	20	134166
57025	chr16	22564764	22564783	+	50.8	<>	3	20	134166
57026	chr7	132213675	132213694	-	50.6	<>	3	20	134166
57027	chr16	72215914	72215933	-	50.38	<>	3	20	134166
57028	chr18	16217031	16217050	+	50.2	<>	3	20	134166
57029	chr11	113165297	113165316	-	50.12	<>	3	20	134166
57030	chr14	34810922	34810941	+	49.88	<>	3	20	134166
57031	chr17	83271677	83271696	+	49.25	<>	3	20	134166
57032	chr12	78056172	78056191	+	49.12	<>	3	20	134166
57033	chr16	89765679	89765698	-	49.0	<>	3	20	134166
57034	chr13	112264852	112264871	-	48.94	<>	3	20	134166
57035	chr13	112264855	112264874	-	48.88	<>	3	20	134166
57036	chr2	118638274	118638293	+	48.7	<>	3	20	134166
57037	chr15	32766466	32766485	-	48.47	<>	3	20	134166
57038	chr1	21411386	21411405	+	48.44	<>	3	20	134166
57039	chr6	43686121	43686140	+	48.3	<>	3	20	134166
57040	chr13	30260113	30260132	-	48.25	<>	3	20	134166
57041	chr9	60245108	60245127	+	47.97	<>	3	20	134166
57042	chr1	103799500	103799519	+	47.94	<>	3	20	134166
57043	chr7	86211545	86211564	-	47.94	<>	3	20	134166
57044	chr11	40149490	40149509	-	47.47	<>	3	20	134166
57045	chr11	25862970	25862989	-	47.2	<>	3	20	134166
57046	chr16	72218208	72218227	+	47.12	<>	3	20	134166
57047	chr15	44836383	44836402	+	47.12	<>	3	20	134166
57048	chr16	64748436	64748455	-	47.0	<>	3	20	134166
57049	chr3	14679375	14679394	+	46.8	<>	3	20	134166
57050	chr17	86906315	86906334	-	46.8	<>	3	20	134166
57051	chr18	57976796	57976815	+	46.8	<>	3	20	134166
57052	chr6	13281045	13281064	-	46.75	<>	3	20	134166
57053	chr12	17554309	17554328	-	46.62	<>	3	20	134166
57054	chr3	68056531	68056550	+	46.62	<>	3	20	134166
57055	chr3	9711102	9711121	+	46.56	<>	3	20	134166
57056	chr16	37109440	37109459	+	46.34	<>	3	20	134166
57057	chr16	96671788	96671807	-	46.06	<>	3	20	134166
57058	chr3	153655299	153655318	-	46.06	<>	3	20	134166
57059	chr18	58481865	58481884	-	45.88	<>	3	20	134166
57060	chr7	125393828	125393847	-	45.75	<>	3	20	134166
57061	chr16	25349805	25349824	-	45.62	<>	3	20	134166
57062	chr4	74231656	74231675	-	45.38	<>	3	20	134166
57063	chr4	74231658	74231677	+	45.22	<>	3	20	134166
57064	chr13	89543209	89543228	-	45.2	<>	3	20	134166
57065	chr1	179477243	179477262	-	45.0	<>	3	20	134166
57066	chr4	127368529	127368548	+	44.75	<>	3	20	134166
57067	chr3	25220803	25220822	-	44.62	<>	3	20	134166
57068	chr12	41487217	41487236	-	44.56	<>	3	20	134166
57069	chr14	102510621	102510640	-	44.4	<>	3	20	134166
57070	chr4	25180062	25180081	-	44.38	<>	3	20	134166
57071	chr3	31146116	31146135	+	44.2	<>	3	20	134166
57072	chr16	58299639	58299658	+	44.12	<>	3	20	134166
57073	chr5	16309782	16309801	+	43.94	<>	3	20	134166
57074	chr7	118102436	118102455	-	43.88	<>	3	20	134166
57075	chr5	16309780	16309799	-	43.75	<>	3	20	134166
57076	chr13	51830906	51830925	+	43.62	<>	3	20	134166
57077	chr6	100882571	100882590	+	43.6	<>	3	20	134166
57078	chr1	54381456	54381475	-	43.56	<>	3	20	134166
57079	chr7	143153991	143154010	+	43.38	<>	3	20	134166
57080	chr9	122729740	122729759	-	43.3	<>	3	20	134166
57081	chr2	113494885	113494904	+	43.2	<>	3	20	134166
57082	chr13	113877596	113877615	+	43.12	<>	3	20	134166
57083	chr12	74013946	74013965	-	43.12	<>	3	20	134166
57084	chr1	120586652	120586671	+	43.1	<>	3	20	134166
57085	chr17	42603598	42603617	-	43.06	<>	3	20	134166
57086	chr8	50293731	50293750	-	42.88	<>	3	20	134166
57087	chr1	5905000	5905019	-	42.8	<>	3	20	134166
57088	chr16	27468962	27468981	+	42.75	<>	3	20	134166
57089	chr15	70921072	70921091	-	42.62	<>	3	20	134166
57090	chr8	91797706	91797725	+	42.6	<>	3	20	134166
57091	chr3	80079950	80079969	+	42.5	<>	3	20	134166
57092	chr18	16211890	16211909	-	42.47	<>	3	20	134166
57093	chr3	113080921	113080940	-	42.47	<>	3	20	134166
57094	chr2	17415562	17415581	-	42.34	<>	3	20	134166
57095	chr7	49121484	49121503	-	42.3	<>	3	20	134166
57096	chr18	16211892	16211911	+	42.3	<>	3	20	134166
57097	chr8	26184368	26184387	+	42.22	<>	3	20	134166
57098	chr2	37815860	37815879	+	42.2	<>	3	20	134166
57099	chr6	6005818	6005837	+	42.06	<>	3	20	134166
57100	chr12	35192361	35192380	+	53.78	<>	4	20	134166
57101	chr2	48886252	48886271	-	53.7	<>	4	20	134166
57102	chr12	35192359	35192378	-	53.66	<>	4	20	134166
57103	chr8	102781112	102781131	-	53.5	<>	4	20	134166
57104	chr5	49961991	49962010	-	53.3	<>	4	20	134166
57105	chr9	26776356	26776375	-	53.12	<>	4	20	134166
57106	chr9	51152589	51152608	-	53.06	<>	4	20	134166
57107	chr8	58566264	58566283	+	52.88	<>	4	20	134166
57108	chr12	40837731	40837750	+	52.84	<>	4	20	134166
57109	chr8	36523116	36523135	-	52.5	<>	4	20	134166
57110	chr6	101261721	101261740	-	52.5	<>	4	20	134166
57111	chr11	57467954	57467973	-	52.38	<>	4	20	134166
57112	chr4	70621534	70621553	-	52.28	<>	4	20	134166
57113	chr2	101905952	101905971	+	52.25	<>	4	20	134166
57114	chr13	19698902	19698921	+	51.94	<>	4	20	134166
57115	chr16	13117402	13117421	+	51.94	<>	4	20	134166
57116	chr9	63136044	63136063	+	51.75	<>	4	20	134166
57117	chr12	92303369	92303388	+	51.62	<>	4	20	134166
57118	chr11	31949597	31949616	-	51.56	<>	4	20	134166
57119	chr9	49494116	49494135	+	51.2	<>	4	20	134166
57120	chr12	17554295	17554314	+	51.2	<>	4	20	134166
57121	chr9	88222169	88222188	-	51.16	<>	4	20	134166
57122	chr1	55404542	55404561	+	51.12	<>	4	20	134166
57123	chr12	57825931	57825950	+	51.06	<>	4	20	134166
57124	chr3	57843966	57843985	+	50.94	<>	4	20	134166
57125	chr16	22564764	22564783	+	50.8	<>	4	20	134166
57126	chr7	132213675	132213694	-	50.6	<>	4	20	134166
57127	chr16	72215914	72215933	-	50.38	<>	4	20	134166
57128	chr18	16217031	16217050	+	50.2	<>	4	20	134166
57129	chr11	113165297	113165316	-	50.12	<>	4	20	134166
57130	chr14	34810922	34810941	+	49.88	<>	4	20	134166
57131	chr17	83271677	83271696	+	49.25	<>	4	20	134166
57132	chr12	78056172	78056191	+	49.12	<>	4	20	134166
57133	chr16	89765679	89765698	-	49.0	<>	4	20	134166
57134	chr13	112264852	112264871	-	48.94	<>	4	20	134166
57135	chr13	112264855	112264874	-	48.88	<>	4	20	134166
57136	chr2	118638274	118638293	+	48.7	<>	4	20	134166
