# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2
chr9:80716400-80716600	-0.582914	-0.134846
chr4:2463200-2463400	0.157511	-0.910974
chr15:43750500-43750700	1.738166	-0.492842
chr14:50770000-50770200	-0.582914	-0.018916
chrX:35045200-35045400	2.578396	0.568312
chr11:76666300-76666500	1.738166	0.491722
chr1:45069200-45069400	2.578396	-0.492842
chr7:44065900-44066100	-0.582914	-0.248987
chr5:135705700-135705900	-0.483107	0.668923
chr3:184629300-184629500	-0.682720	0.230417
chrX:50140300-50140500	-0.383301	-0.751745
chr20:723700-723900	0.357124	-0.765271
chr11:64568600-64568800	-0.582914	0.235411
chr14:83079200-83079400	0.257317	0.233555
chr1:156598400-156598600	-1.223531	1.012259
chr7:51996100-51996300	-1.123725	-0.253836
chr6:165908500-165908700	-0.383301	3.032985
chr12:55659700-55659900	-1.151452	-0.048425
chr16:68651100-68651300	-0.582914	-0.714617
chr6:130526500-130526700	-0.582914	1.489805
chr3:123416100-123416300	-0.483107	1.298999
chr2:240169500-240169700	-0.483107	-1.636563
chr9:121762600-121762800	-0.483107	-1.266470
chr11:985300-985500	1.738166	-0.237308
chr19:15669600-15669800	-1.323338	2.084587
chrX:150936500-150936700	-0.483107	0.732447
chrX:134465000-134465200	-0.682720	-0.148197
chr10:49311300-49311500	0.662605	1.516325
chr1:94571100-94571300	0.897935	-0.487176
chr17:58662900-58663100	1.837972	-0.626804
chr8:142631900-142632100	-0.483107	0.652964
chrX:154534800-154535000	0.157511	-0.191661
chr2:58155700-58155900	0.456930	-0.385037
chr20:52273900-52274100	1.738166	-0.519016
chr3:196201800-196202000	0.997741	1.120762
chr14:54963600-54963800	0.257317	-1.329817
chr4:185475700-185475900	1.837972	-0.492842
chrX:123807500-123807700	-0.582914	0.000956
chr4:8595800-8596000	-0.582914	-0.239000
chr5:181328900-181329100	-1.223531	1.674608
chr19:35271100-35271300	-1.223531	-0.168665
chr5:26909000-26909200	0.897935	-0.492842
chr19:49941200-49941400	-0.582914	0.015517
chr9:134883200-134883400	-0.483107	-1.429126
chr8:10422700-10422900	-0.582914	-1.481749
chr7:157497100-157497300	0.357124	0.042914
chr10:86521000-86521200	2.037585	1.751286
chr11:120875300-120875500	0.257317	1.704720
chr4:1176000-1176200	-0.483107	0.235411
chr16:49713900-49714100	-0.682720	0.178361
chr10:50680700-50680900	-1.423144	-1.282985
chr12:30485500-30485700	1.297161	-0.328452
chr11:117485200-117485400	-0.582914	-0.403331
chr2:147445700-147445900	-0.301695	-0.752302
chr19:4957100-4957300	0.157511	-0.689060
chr16:68263200-68263400	-0.582914	-0.433249
chr22:42702100-42702300	-0.483107	2.061443
chr11:58680100-58680300	0.157511	0.682710
chr10:47420600-47420800	0.997741	-0.323499
chr5:180513800-180514000	2.578396	-1.315791
chr20:25579400-25579600	-1.223531	-1.233546
chrX:64375100-64375300	-1.380540	1.454299
chr6:45720800-45721000	-1.223531	-0.171522
chr2:10840100-10840300	-1.323338	-1.240120
chr1:49566600-49566800	-1.423144	0.286011
chr4:63250600-63250800	0.897935	1.196389
chr2:127678600-127678800	0.357124	-0.599108
chr18:76151200-76151400	-1.223531	-0.209239
chr10:27251700-27251900	0.257317	-0.037398
chr16:89958200-89958400	0.157511	0.139756
chr1:87238200-87238400	0.157511	1.402089
chr6:78655200-78655400	-0.582914	-0.508928
chr3:17159400-17159600	-0.483107	0.855836
chr10:86684000-86684200	0.456930	1.342451
chr19:14026100-14026300	2.578396	-0.492842
chrX:58292100-58292300	0.357124	-0.951523
chr21:42063200-42063400	1.097548	0.725794
chr4:157220600-157220800	-1.223531	0.449516
chr2:135360500-135360700	2.578396	-0.492842
chr1:12485300-12485500	0.057704	-0.299427
chr9:90098600-90098800	-1.323338	0.725079
chr6:155139200-155139400	0.157511	-1.955437
chr22:44963900-44964100	-0.483107	1.305424
chr5:179853200-179853400	-0.483107	2.256146
chr22:44042200-44042400	0.057704	-0.492842
chr2:71794300-71794500	0.057704	2.365430
chr1:109239100-109239300	0.997741	0.227228
chr14:62441300-62441500	-0.682720	0.644372
chr19:35888600-35888800	-0.483107	-2.141957
chr17:18435900-18436100	-0.582914	0.141825
chr2:73717700-73717900	-1.323338	0.561434
chr17:5630600-5630800	-0.682720	-1.546097
chr18:23439600-23439800	1.097548	-1.464281
chr11:18107800-18108000	2.578396	-0.492842
chr17:63889700-63889900	-1.223531	0.327633
chr9:33137800-33138000	-0.483107	-0.833459
chr11:120607400-120607600	0.997741	-1.520617
chr8:101619000-101619200	2.578396	-0.492842
chr18:48978600-48978800	-1.423144	0.982137
chr2:130302300-130302500	-1.323338	-1.143994
chr2:2699000-2699200	-0.582914	1.220144
chr9:135179700-135179900	0.257317	0.305497
chr3:170146600-170146800	0.057704	-1.559528
chr11:120085200-120085400	-1.423144	-0.298578
chr7:86174300-86174500	0.357124	0.953270
chr13:95245500-95245700	-0.582914	-0.295108
chr19:7791600-7791800	0.257317	0.191868
chr5:10230700-10230900	0.257317	-0.190043
chr6:28481600-28481800	-0.582914	-0.032236
chr17:4478400-4478600	0.057704	0.095062
chrX:35582700-35582900	0.257317	1.135436
chr14:73597300-73597500	0.997741	0.744317
chr7:158258900-158259100	-0.483107	-1.202718
chr11:75389100-75389300	-1.963956	-0.747206
chr19:57993500-57993700	0.357124	-0.607921
chr20:57869900-57870100	1.097548	0.676729
chr17:49523600-49523800	-0.187152	-1.769606
chr5:78074700-78074900	0.157511	-0.338508
chr11:8298300-8298500	0.157511	-0.087196
chr8:144706000-144706200	-1.223531	-1.282236
chr20:64096100-64096300	0.157511	0.413976
chr6:110430500-110430700	-0.582914	-0.036518
chr16:3032700-3032900	0.456930	1.681184
chr13:51814900-51815100	-1.223531	-0.292865
chr1:9966100-9966300	0.257317	-1.522865
chr20:57890600-57890800	-0.582914	-0.856780
chr17:40530400-40530600	0.057704	-0.292586
chr7:159226800-159227000	-0.582914	-0.448147
chr1:93582400-93582600	-1.223531	0.140881
chr4:6243600-6243800	-0.582914	-1.652021
chr1:53375400-53375600	-0.582914	2.308294
chr7:67609800-67610000	-0.483107	-1.329817
chr2:120163700-120163900	0.997741	2.340655
chr7:27501200-27501400	-1.223531	-0.595894
chr16:84955300-84955500	0.357124	-0.168157
chr21:41382600-41382800	0.357124	-0.305598
chrX:43437400-43437600	2.578396	-0.492842
chr6:41591200-41591400	0.997741	-2.147037
chr15:73344200-73344400	-0.483107	-0.474485
chr14:75035300-75035500	0.157511	-0.148197
chr1:51194700-51194900	-0.582914	-0.048596
chr3:52086500-52086700	-0.682720	-0.808622
chr8:48859300-48859500	0.257317	-0.578456
chr19:12051700-12051900	0.157511	0.154370
chr17:81655500-81655700	-0.682720	-1.458317
chr17:2805700-2805900	-0.582914	0.604632
chr1:30360500-30360700	-0.582914	-1.158719
chr7:157727700-157727900	0.997741	0.445987
chr3:183695100-183695300	0.997741	-0.077713
chr9:136795700-136795900	-1.223531	1.008785
chr20:36301600-36301800	-0.682720	0.221198
chr19:44921500-44921700	0.997741	-0.033376
chr4:151190400-151190600	0.997741	2.776554
chr2:130846100-130846300	-0.483107	1.227575
chr22:42995800-42996000	0.997741	-0.052041
chr21:39609900-39610100	-0.483107	-0.895892
chr5:64051300-64051500	0.257317	-1.181833
chr16:66927300-66927500	-1.223531	-0.159270
chr6:35298200-35298400	-0.483107	2.238172
chr16:15511200-15511400	-0.483107	-0.218576
chr3:52524200-52524400	-1.223531	-0.860993
chr6:44073100-44073300	0.157511	1.443633
chr3:195013100-195013300	-0.582914	-1.482432
chr17:80048000-80048200	0.057704	-0.485963
chr5:8904500-8904700	-1.223531	0.856016
chr22:48484500-48484700	-0.582914	0.231011
chr6:62339200-62339400	-1.323338	0.059229
chr1:87331800-87332000	-0.582914	-0.897449
chr17:63939600-63939800	0.157511	-0.263612
chr17:59120000-59120200	2.476662	-0.540755
chrX:152898700-152898900	-0.582914	0.992800
chr12:120437900-120438100	0.257317	1.109260
chr5:177101500-177101700	-0.383301	-0.768113
chrY:24185800-24186000	-0.483107	-0.495437
chr9:134964600-134964800	0.057704	0.202199
chr11:120011700-120011900	-0.483107	-0.056997
chr2:96098900-96099100	-0.582914	1.014332
chr9:72527000-72527200	-1.151452	-1.215237
chr5:139662200-139662400	-0.483107	0.907928
chr8:141996600-141996800	-0.582914	0.688913
chr19:17397600-17397800	0.057704	-1.534915
chr12:51011200-51011400	1.738166	-0.148197
chr7:70765200-70765400	0.157511	0.982257
chr7:30799800-30800000	-0.483107	-1.105739
chr12:128364800-128365000	-1.036908	-0.895863
chr3:194619300-194619500	-0.582914	-0.754666
chr8:7769500-7769700	-1.223531	-1.533313
chr6:167120100-167120300	0.357124	-0.482762
chr7:101511100-101511300	0.897935	-1.688375
chr19:13912100-13912300	-0.582914	-1.777058
chr5:2708900-2709100	-0.682720	-0.156304
chr1:248849100-248849300	-0.483107	1.639752
chr22:43723700-43723900	0.057704	0.514300
chr22:27732500-27732700	-0.483107	-0.093660
chr19:16828500-16828700	3.418627	-0.312588
chr17:64775200-64775400	-0.483107	-0.553297
chr11:128815100-128815300	0.257317	-0.989872
chr22:30855900-30856100	-1.323338	-0.159537
chr19:5553900-5554100	0.257317	-1.022449
chr12:52912100-52912300	-0.483107	-0.736433
chr15:53541300-53541500	0.257317	-0.782162
chr1:29784700-29784900	-1.423144	-0.101605
chr3:31851300-31851500	-0.483107	-1.299775
chr22:49330500-49330700	-0.582914	0.090484
chr9:132130700-132130900	0.357124	-0.197682
chr22:21943100-21943300	-0.582914	-0.307521
chr20:31812100-31812300	0.662605	-0.101373
chr9:93729500-93729700	-1.223531	0.603947
chr19:10552400-10552600	-0.682720	0.456960
chr2:63855600-63855800	0.157511	0.881772
chr2:61465700-61465900	1.738166	-1.618688
chr8:140949700-140949900	-0.682720	-1.942512
chr6:114976200-114976400	-0.483107	-0.952680
chr22:23275700-23275900	-0.383301	0.213675
chr8:97909800-97910000	2.578396	-0.492842
chr6:130827400-130827600	0.257317	1.290357
chr1:154327600-154327800	0.157511	0.069710
chr17:68221400-68221600	2.578396	-0.492842
chr8:125054500-125054700	1.837972	0.568312
chr17:81014700-81014900	1.097548	-0.979712
chr16:57748200-57748400	0.257317	0.045936
chr7:50787800-50788000	-0.582914	-0.523788
chr19:739000-739200	0.997741	-1.476273
chr15:101106400-101106600	1.738166	-1.559528
chr21:23521300-23521500	2.578396	-0.492842
chr3:154209700-154209900	-0.682720	0.556902
chr3:51507100-51507300	-1.323338	-0.561923
chr13:110855500-110855700	-1.223531	0.381179
chr17:74334500-74334700	-1.151452	-0.678827
chr12:123073800-123074000	0.357124	-1.504218
chr17:22217200-22217400	0.997741	0.059858
chr13:58144600-58144800	-0.582914	0.950898
chr6:20205500-20205700	-1.265996	1.711785
chr14:26511500-26511700	-0.416239	-0.540755
chr19:19145500-19145700	0.357124	-0.282816
chr17:33950600-33950800	1.738166	-0.395989
chr6:30490400-30490600	-1.036908	1.267324
chr7:63431200-63431400	0.057704	0.079047
chr5:139401700-139401900	0.357124	-0.136718
chr17:20277000-20277200	0.157511	-0.304454
chr20:31579800-31580000	-0.483107	0.148256
chr10:73641500-73641700	0.997741	-1.013804
chrY:25390800-25391000	-0.682720	0.619600
chr12:121792700-121792900	-0.782526	0.169893
chr5:31963400-31963600	0.997741	0.629770
chr16:320800-321000	0.057704	0.401655
chr4:7105200-7105400	-0.582914	0.484218
chr8:141973000-141973200	-0.782526	-1.051561
chr8:21761700-21761900	-0.483107	-1.221763
chr8:66111600-66111800	-0.383301	-0.076032
chr1:116485000-116485200	0.157511	-0.491266
chr17:67776300-67776500	2.578396	-0.492842
chr19:4093100-4093300	0.257317	-0.099635
chr1:38959900-38960100	0.897935	-1.688375
chr4:112515400-112515600	0.257317	0.135004
chr19:4864900-4865100	0.897935	1.015589
chr16:84438500-84438700	-0.383301	0.587900
chr13:42776700-42776900	-1.886665	0.473940
chr2:194639100-194639300	0.357124	0.953270
chr21:5025000-5025200	0.157511	-1.117383
chr8:4854800-4855000	0.157511	1.481076
chr9:124035300-124035500	-0.483107	0.644375
chr2:23721300-23721500	0.257317	-0.710884
chr1:118984500-118984700	-0.582914	-0.559727
chr17:8310900-8311100	0.997741	2.005589
chr21:45466500-45466700	-1.323338	-1.333315
chr4:172173300-172173500	-1.423144	-0.454400
chr7:100247400-100247600	-0.383301	-0.658100
chr3:11026200-11026400	-1.223531	-0.212520
chr2:83917200-83917400	0.257317	-0.492842
chr16:48176200-48176400	0.997741	0.648805
chrX:130385000-130385200	0.257317	-1.657982
chr10:132728100-132728300	0.157511	0.004942
chrY:736300-736500	-0.483107	-1.722367
chr5:170798000-170798200	1.097548	1.299574
chr15:69830300-69830500	1.097548	0.212808
chr16:2274400-2274600	0.897935	0.998051
chr1:41485900-41486100	0.897935	0.640764
chr11:44990700-44990900	-0.582914	0.556931
chr19:4585500-4585700	-0.383301	-1.735296
chr11:66927500-66927700	2.578396	0.000645
chr10:126038200-126038400	0.157511	-0.982360
chr17:77579100-77579300	1.837972	-0.527008
chr5:115178300-115178500	-0.383301	0.292433
chr20:50178400-50178600	-0.383301	-0.678824
chr5:179651900-179652100	0.157511	0.149586
chr9:6658300-6658500	0.997741	0.989572
chr15:81199500-81199700	-0.582914	-0.589341
chr20:58704000-58704200	-1.223531	-0.228079
chr12:26931800-26932000	0.057704	1.162395
chr3:52785300-52785500	-0.682720	0.937157
chr19:58497900-58498100	-1.223531	-0.872945
chr2:146137400-146137600	-0.483107	0.088794
chr5:1518800-1519000	-1.151452	0.401208
chr17:34454100-34454300	-1.223531	-0.006159
chr19:12682100-12682300	1.738166	-0.492842
chr3:190877600-190877800	-0.483107	-0.148197
chr5:21338200-21338400	2.578396	-0.492842
chr1:10463100-10463300	-0.582914	-0.257645
chr7:149240100-149240300	-0.582914	0.574936
chr20:2328400-2328600	0.157511	2.058905
chr6:44139800-44140000	1.097548	-0.712056
chr3:196643300-196643500	-0.682720	-0.710946
chr14:102952800-102953000	-0.483107	2.429791
chr11:1290500-1290700	-0.582914	0.254538
chr5:170585400-170585600	-0.483107	0.352534
chr11:64209800-64210000	-0.072608	-0.180124
chr17:50956800-50957000	-0.483107	-1.252427
chr3:127389700-127389900	0.257317	0.805546
chr2:193149100-193149300	1.512361	-0.540755
chr2:53043700-53043900	0.897935	0.568312
chrX:69509100-69509300	0.157511	-0.054892
chr4:8639400-8639600	0.997741	-0.167877
chr1:245507600-245507800	-1.323338	1.131925
chr2:230546000-230546200	1.738166	-0.148197
chr10:122142100-122142300	-0.582914	1.378642
chr2:61658500-61658700	2.578396	-1.688375
chr3:38476500-38476700	0.997741	0.107142
chr7:32465200-32465400	0.257317	-0.782162
chr19:17704500-17704700	0.057704	-1.618688
chr16:89737700-89737900	-0.682720	-1.830467
chr14:101508400-101508600	-0.582914	0.462567
chr17:17788000-17788200	-1.223531	0.446905
chr16:74737500-74737700	1.197354	-0.067063
chr17:879500-879700	0.157511	0.233516
chr9:137647400-137647600	0.456930	1.350928
chr7:146790700-146790900	2.578396	-0.492842
chr7:140043000-140043200	-0.416239	-0.199611
chr7:51380200-51380400	-0.782526	2.306149
chr13:21339000-21339200	-1.522951	0.029026
chr22:48520500-48520700	-0.483107	1.373932
chr1:94916200-94916400	2.578396	-1.023269
chr19:34420100-34420300	0.057704	-0.600856
chr8:21138900-21139100	-0.483107	2.398360
chrX:94319500-94319700	-1.223531	0.073384
chr2:240298200-240298400	-0.483107	0.634524
chr16:58785400-58785600	1.738166	-0.704631
chr14:36148100-36148300	0.157511	1.481076
chr8:54424400-54424600	1.097548	1.629086
chr15:101526300-101526500	-0.072608	0.602872
chr20:61913900-61914100	-0.483107	1.447849
chr4:3362500-3362700	-1.323338	1.011145
chr3:23969000-23969200	0.057704	-0.492842
chr3:109177300-109177500	0.157511	-1.449238
chr19:2719800-2720000	-0.922364	0.018631
chr13:98279600-98279800	0.357124	-1.465536
chr2:9693900-9694100	-0.483107	1.011381
chrX:118795000-118795200	1.738166	-0.492842
chr3:127676300-127676500	0.157511	1.162395
chr3:12913100-12913300	-0.807820	2.646865
chr5:135354500-135354700	-0.483107	0.573177
chr18:48194000-48194200	1.937778	-1.013693
chr11:1660800-1661000	-0.483107	-0.493746
chr20:37268100-37268300	0.997741	-0.888771
chrX:1823700-1823900	-0.483107	-0.735734
chr2:161286400-161286600	-0.682720	0.741811
chr1:18631400-18631600	1.097548	0.675615
chrX:135450100-135450300	-1.323338	0.469421
chr14:66617000-66617200	0.257317	-0.968369
chrX:129769600-129769800	0.548061	0.575159
chr17:73165400-73165600	-0.582914	-0.025228
chr2:44900300-44900500	-0.301695	-0.391117
chr2:12106400-12106600	-0.582914	-1.274089
chr2:90269800-90270000	0.157511	-1.370555
chr4:106693600-106693800	-1.223531	-0.522176
chr20:967800-968000	0.257317	1.417612
chr16:64662600-64662800	-1.323338	-4.660757
chr17:57446200-57446400	-0.582914	2.160357
chr5:93597600-93597800	-1.423144	-0.524377
chr1:27098300-27098500	1.097548	-0.943334
chr16:84551500-84551700	0.057704	-0.148197
chr19:53126700-53126900	0.057704	-1.355385
chr2:202196400-202196600	0.257317	-0.963594
chr6:128435000-128435200	0.257317	-1.196561
chr8:140358400-140358600	0.662605	-0.621921
chrX:129761100-129761300	-0.682720	-0.564216
chr2:10243800-10244000	0.357124	0.970814
chr19:9991800-9992000	-0.582914	-0.901963
chr6:10577300-10577500	-1.423144	0.319023
chr4:129854200-129854400	0.057704	0.542617
chr5:124394800-124395000	0.357124	-0.731519
chr19:37879300-37879500	2.578396	-0.148197
chr15:43534800-43535000	-1.323338	2.053164
chr9:96494900-96495100	2.578396	0.744317
chr19:17793500-17793700	-0.582914	0.924266
chr12:94109400-94109600	-0.483107	0.185196
chr5:43010300-43010500	-0.483107	1.262891
chr5:3204000-3204200	-1.323338	0.568403
chr11:113540800-113541000	1.097548	0.540071
chr2:71481900-71482100	-0.483107	0.568143
chr5:132990900-132991100	0.257317	-0.765016
chr4:88186600-88186800	2.578396	-0.492842
chr15:31224200-31224400	0.257317	0.669980
chr12:101867000-101867200	-0.483107	0.339504
chr11:44931400-44931600	-0.582914	1.904332
chr11:66261100-66261300	-0.483107	-1.596348
chr3:181702100-181702300	0.257317	1.892574
chr2:216716300-216716500	-0.483107	2.092895
chr17:13719600-13719800	1.937778	-0.950024
chr19:23003000-23003200	-0.582914	-0.724176
chr12:57141600-57141800	-0.416239	-0.234461
chr2:20242600-20242800	1.097548	0.656580
chr22:44578700-44578900	-0.582914	-0.377892
chr9:112021200-112021400	0.057704	-0.389110
chr3:128912600-128912800	0.456930	1.197507
chr1:29546900-29547100	-1.036908	0.168855
chr22:21654900-21655100	0.777149	-0.767979
chr16:81601000-81601200	-0.483107	-0.347793
chrX:139994800-139995000	-1.323338	0.561794
chr2:36097600-36097800	0.057704	-0.667910
chr2:157555200-157555400	2.578396	0.568312
chr3:50240500-50240700	-0.582914	-1.777058
chr10:79926200-79926400	-0.582914	-0.511507
chr3:48620200-48620400	0.357124	1.306562
chr19:53333200-53333400	0.157511	-0.509613
chr13:29245800-29246000	2.578396	0.568312
chr9:127986300-127986500	0.257317	0.202919
chr3:196975400-196975600	-0.301695	-0.662880
chr8:98738900-98739100	0.157511	1.534154
chr9:35374100-35374300	-0.483107	-0.108302
chr16:67449700-67449900	-0.483107	0.729179
chrX:46971500-46971700	2.578396	0.568312
chr17:43676000-43676200	-0.682720	-1.659409
chr4:36065000-36065200	-0.187152	1.021582
chr15:66698500-66698700	1.297161	-0.606273
chrX:17197300-17197500	0.157511	0.544007
chr9:5758800-5759000	-0.301695	-0.573879
chr16:84479900-84480100	-0.582914	-1.114947
chr6:32928400-32928600	2.578396	-0.492842
chr17:8798200-8798400	0.257317	1.341200
chr14:55578000-55578200	-0.582914	-0.148197
chr1:230127800-230128000	-0.582914	-0.005768
chr8:54560900-54561100	-1.423144	-0.578483
chr22:41562600-41562800	-0.483107	2.665579
chr9:113626800-113627000	1.097548	0.542306
chr10:14454700-14454900	-0.483107	-1.852403
chr19:33544800-33545000	-0.483107	-0.540489
chr20:31857000-31857200	0.357124	0.946917
chr15:42015600-42015800	-0.383301	-0.539370
chr1:47980700-47980900	0.357124	2.185176
chr12:124333500-124333700	0.257317	-0.432751
chr3:111360100-111360300	0.257317	0.688913
chr9:115085900-115086100	-0.682720	-0.677866
chr16:85940900-85941100	-1.423144	-0.410595
chr10:79018900-79019100	-1.223531	-0.446606
chr11:61602800-61603000	0.257317	0.177402
chr21:22877700-22877900	-0.582914	0.287609
chr17:17633400-17633600	0.357124	0.175355
chrX:72294200-72294400	0.257317	-0.299744
chr7:131094800-131095000	-0.582914	0.071138
chr1:3639300-3639500	0.157511	-2.158127
chr17:44372300-44372500	-0.483107	-0.981838
chr2:9537800-9538000	0.897935	-0.195369
chr3:196423100-196423300	-0.582914	-0.753808
chr14:76477000-76477200	1.097548	0.630457
chr13:111397300-111397500	-1.123725	-0.360985
chr11:68763900-68764100	-0.582914	1.196029
chr2:70086300-70086500	1.097548	0.849132
chr17:78623800-78624000	0.257317	-0.785331
chr15:33758800-33759000	-1.323338	0.184106
chr17:62222400-62222600	0.257317	-1.329817
chr2:202425000-202425200	-0.582914	-0.148197
chr3:42666600-42666800	-0.483107	0.302999
chr22:50090900-50091100	-0.582914	-0.462345
chr14:71721700-71721900	-0.582914	-0.896911
chr12:6123000-6123200	-0.483107	-0.451316
chr2:223901100-223901300	-0.682720	1.120616
chr13:51937500-51937700	-0.582914	1.806910
chr21:43330600-43330800	0.157511	1.846886
chr20:25361000-25361200	-1.323338	0.836508
chrX:153284200-153284400	0.257317	1.796015
chr10:46701000-46701200	1.837972	-0.979712
chr22:27243300-27243500	-0.483107	-0.121408
chr2:110320400-110320600	-0.582914	0.593070
chr16:56465100-56465300	-0.416239	0.524469
chr12:122203200-122203400	0.257317	0.170934
chr16:84221400-84221600	-1.223531	0.637608
chr10:46555400-46555600	-1.223531	2.206932
chr17:35130300-35130500	-0.483107	0.318868
chr1:30703500-30703700	-1.223531	1.257671
chrX:90848600-90848800	-0.283494	-0.822240
chr4:3551700-3551900	-0.582914	1.712635
chr15:42065600-42065800	-0.301695	1.050269
chr7:151869800-151870000	-0.582914	-1.343337
chr17:66692500-66692700	-0.383301	-0.362057
chr1:230262400-230262600	0.257317	1.524454
chr17:65294400-65294600	-0.483107	-0.593652
chr19:8337700-8337900	-0.483107	1.120762
chr22:41524200-41524400	-0.483107	1.344284
chr22:25406900-25407100	-0.483107	1.026578
chr10:31013000-31013200	2.578396	-0.492842
chr10:37381100-37381300	-0.301695	-0.540755
chr1:6598600-6598800	1.738166	-0.186317
chr1:151012800-151013000	0.257317	-0.625899
chr5:67596500-67596700	2.578396	-0.492842
chr11:119424900-119425100	-0.682720	0.968222
chr20:50179400-50179600	0.057704	0.449516
chr2:15782400-15782600	0.456930	0.379271
chr11:43549700-43549900	-0.582914	0.098308
chr16:75308100-75308300	0.357124	1.162391
chr1:161398600-161398800	0.157511	-0.526306
chr19:2195100-2195300	-1.223531	-0.329763
chr19:47420700-47420900	-0.483107	-1.685608
chr22:19638200-19638400	-0.483107	-1.105830
chr17:80514000-80514200	-0.582914	0.437762
chr11:119932200-119932400	0.257317	-0.772337
chr15:74064000-74064200	-0.582914	-0.196402
chr8:126199900-126200100	0.897935	1.481076
chr22:26677000-26677200	2.578396	-0.148197
chr18:12028600-12028800	-1.323338	1.006435
chr2:225513500-225513700	-0.682720	-0.377936
chr6:167711300-167711500	-0.483107	1.592808
chr10:49622900-49623100	-0.582914	-0.002275
chr1:161171500-161171700	-0.582914	-1.353639
chr19:16850900-16851100	0.357124	-0.241822
chr1:4310300-4310500	0.257317	-0.606273
chr10:130015200-130015400	0.257317	-1.348500
chr20:43679000-43679200	-0.483107	0.670235
chr9:39357600-39357800	-1.223531	0.550525
chr17:64995800-64996000	-0.582914	2.071138
chr7:102275300-102275500	-0.483107	0.656633
chr7:50470900-50471100	-0.582914	0.754538
chr6:26569200-26569400	-0.682720	0.298216
chr2:13971300-13971500	1.738166	0.343772
chr11:44975900-44976100	0.897935	-0.312588
chr1:7524700-7524900	-0.582914	-0.265408
chr8:58004500-58004700	-0.483107	-0.899684
chr2:237240100-237240300	-1.151452	-0.199233
chr4:37871700-37871900	2.578396	-1.559528
chr1:202153600-202153800	-0.582914	0.026152
chr5:548100-548300	-0.483107	0.610718
chr15:54699200-54699400	0.357124	-0.916266
chr3:112175200-112175400	-1.423144	1.285493
chr10:45475000-45475200	-1.223531	1.073118
chr15:74034300-74034500	-0.483107	0.686318
chr10:119989900-119990100	-2.063762	0.522250
chr7:111500200-111500400	-0.483107	-0.084999
chr10:128754400-128754600	-0.582914	0.259539
chr6:37950400-37950600	1.738166	1.122811
chr12:3059200-3059400	2.678203	-0.148197
chr10:75430100-75430300	1.097548	-1.069284
chr10:70132100-70132300	0.157511	-0.005827
chr14:102944000-102944200	1.097548	2.500640
chr1:226638500-226638700	0.157511	-0.192518
chr2:127653400-127653600	-0.582914	-0.826389
chr5:148910600-148910800	-0.582914	-1.050172
chr2:2263500-2263700	-0.682720	-0.869793
chr6:404300-404500	-0.072608	0.706997
chr8:41829700-41829900	2.578396	-0.148197
chr4:38150100-38150300	0.357124	0.333224
chr9:127776300-127776500	-0.582914	1.706059
chr2:218381900-218382100	0.257317	0.629770
chr7:47160100-47160300	0.357124	0.953270
chr22:23295200-23295400	-0.582914	1.260740
chr21:15744500-15744700	-0.483107	-0.833838
chr12:125183500-125183700	-0.582914	0.522857
chr15:101616000-101616200	-0.582914	-1.186865
chr1:37669900-37670100	-0.483107	-0.099386
chr20:47875700-47875900	-1.323338	1.468897
chr11:70338800-70339000	-0.582914	-0.189185
chr10:35480300-35480500	-1.423144	0.953492
chr6:67557600-67557800	-0.483107	1.426942
chrX:154031600-154031800	-0.682720	2.831157
chr3:37453300-37453500	-0.582914	-0.122308
chr3:47837700-47837900	1.738166	-0.542597
chr12:113826000-113826200	1.837972	-0.311339
chr1:74726100-74726300	-0.682720	0.633359
chr1:179293000-179293200	0.897935	-0.473165
chr11:18215600-18215800	-0.582914	-0.012263
chr9:120407100-120407300	0.257317	0.087384
chr16:86519000-86519200	0.157511	0.220297
chr2:70102500-70102700	1.738166	2.363070
chr2:86240900-86241100	-1.323338	-0.497929
chr19:1463900-1464100	0.157511	-0.544148
chr2:238245300-238245500	0.057704	0.306688
chr2:176145300-176145500	-0.582914	1.466379
chr3:126484500-126484700	0.997741	-1.482183
chr2:38529600-38529800	0.257317	-0.930827
chr14:70022600-70022800	-0.383301	0.395860
chr8:141579000-141579200	0.357124	-0.584744
chrX:49257700-49257900	0.257317	-0.608284
chr5:67818600-67818800	0.257317	-0.782162
chr12:129373400-129373600	2.578396	-0.492842
chr19:6461500-6461700	0.057704	-0.544148
chr15:82467900-82468100	-0.483107	-1.260868
chr14:80423900-80424100	-1.223531	0.126184
chr8:22406800-22407000	0.257317	-0.609751
chr14_GL000009v2_random:64100-64300	0.997741	-0.230451
chr10:43897200-43897400	0.057704	2.573702
chr11:47039700-47039900	0.357124	-1.147460
chr2:232476100-232476300	0.997741	-0.671113
chr2:238159600-238159800	-0.582914	-0.876792
chr19:48153600-48153800	-1.123725	0.868083
chr7:158428900-158429100	-0.582914	-0.947455
chr13:110634900-110635100	0.257317	0.691896
chr11:78683100-78683300	0.157511	1.481076
chr14:104090200-104090400	-1.323338	-0.888451
chr12:53392400-53392600	1.738166	-0.492842
chr20:48221100-48221300	0.057704	-0.341444
chrX:54757100-54757300	-0.582914	0.888061
chr10:69505900-69506100	0.257317	1.046632
chr1:187074300-187074500	-1.423144	-0.503187
